flow_id,src_ip,dst_ip,src_port,dst_port,protocol,pkts_in,bytes_in,duration,entropy,is_attack,attack_type
f01229,45.129.189.93,10.0.10.20,443,49813,TCP,82174,3942653,0.51,0.09,True,syn_flood
f01589,195.66.20.199,10.0.0.5,80,10220,TCP,61631,3767856,0.98,0.07,True,syn_flood
f01357,195.112.57.128,10.0.10.20,443,29437,TCP,69117,3871182,0.82,0.13,True,syn_flood
f01521,194.62.72.245,10.0.0.5,80,39865,TCP,95702,5528731,0.72,0.04,True,syn_flood
f01685,45.26.252.146,10.0.0.5,443,25003,TCP,70673,3131139,2.07,0.12,True,syn_flood
f01588,195.83.62.42,10.0.10.20,443,63619,TCP,90365,4139267,1.97,0.09,True,syn_flood
f01468,195.28.21.48,10.0.0.5,80,31744,TCP,91260,5263972,2.1,0.14,True,syn_flood
f01537,195.212.138.220,10.0.10.20,80,37206,TCP,50051,2028408,0.83,0.12,True,syn_flood
f01494,45.147.30.218,10.0.0.5,8080,16905,TCP,94879,5143618,0.51,0.07,True,syn_flood
f01420,194.143.195.102,10.0.0.5,443,14835,TCP,46614,2187956,1.1,0.05,True,syn_flood
f01642,194.200.75.158,10.0.0.5,8080,57171,TCP,88295,4312128,1.68,0.14,True,syn_flood
f01288,194.201.245.108,10.0.10.20,80,2207,TCP,78662,4820706,0.77,0.1,True,syn_flood
f01643,141.149.62.236,10.0.0.5,8080,55667,TCP,33136,1728604,1.07,0.06,True,syn_flood
f01474,45.172.142.183,10.0.10.20,80,9559,TCP,85358,5344475,2.11,0.06,True,syn_flood
f01708,195.33.114.109,10.0.10.20,80,18921,TCP,73504,4018067,0.91,0.09,True,syn_flood
f01461,45.164.146.99,10.0.0.5,443,57170,TCP,50415,2792161,1.22,0.13,True,syn_flood
f01497,185.226.245.137,10.0.0.5,443,33703,TCP,88277,5561439,1.5,0.13,True,syn_flood
f01762,194.75.77.224,10.0.10.20,8080,20771,TCP,86164,5269851,0.99,0.05,True,syn_flood
f01730,91.139.72.134,10.0.20.100,80,18657,TCP,30803,1790151,0.62,0.1,True,syn_flood
f01317,91.196.173.22,10.0.10.20,80,16552,TCP,49063,2129003,1.24,0.13,True,syn_flood
f01335,185.137.165.217,10.0.0.5,8080,63473,TCP,84081,4075995,0.98,0.05,True,syn_flood
f01274,45.197.239.126,10.0.20.100,8080,28669,TCP,72650,4463699,2.29,0.12,True,syn_flood
f01689,194.198.194.20,10.0.20.100,443,3598,TCP,31212,1676014,1.77,0.06,True,syn_flood
f01403,45.211.111.244,10.0.20.100,8080,38642,TCP,53649,3021868,0.93,0.08,True,syn_flood
f01244,91.30.59.79,10.0.0.5,80,23271,TCP,56723,3011555,2.04,0.07,True,syn_flood
f01539,91.202.48.56,10.0.10.20,8080,11677,TCP,97854,4941544,1.9,0.12,True,syn_flood
f01799,194.64.147.91,10.0.20.100,80,37339,TCP,85109,4133364,1.34,0.08,True,syn_flood
f01432,194.193.42.249,10.0.20.100,8080,27339,TCP,38380,2183701,1.78,0.09,True,syn_flood
f01633,195.163.156.181,10.0.20.100,8080,1041,TCP,90979,4660769,1.22,0.12,True,syn_flood
f01540,141.12.62.79,10.0.10.20,443,21332,TCP,91114,5646918,0.81,0.09,True,syn_flood
f01418,45.237.230.161,10.0.20.100,443,37852,TCP,96761,6078216,2.5,0.14,True,syn_flood
f01490,185.185.234.159,10.0.0.5,80,51883,TCP,93592,4360711,1.35,0.12,True,syn_flood
f01205,45.24.234.90,10.0.10.20,8080,59783,TCP,73683,4531881,1.77,0.11,True,syn_flood
f01438,91.109.32.240,10.0.10.20,80,52099,TCP,99948,4242847,0.64,0.12,True,syn_flood
f01787,194.186.249.123,10.0.20.100,443,9028,TCP,44101,2557644,0.4,0.07,True,syn_flood
f01272,195.218.188.187,10.0.10.20,8080,10271,TCP,37811,2201789,2.02,0.09,True,syn_flood
f01680,195.33.122.61,10.0.10.20,80,62514,TCP,53008,3289261,1.15,0.13,True,syn_flood
f01670,195.179.167.22,10.0.10.20,8080,19507,TCP,106802,6280902,0.32,0.05,True,syn_flood
f01330,141.159.155.194,10.0.20.100,8080,27010,TCP,64096,3046821,1.5,0.13,True,syn_flood
f01592,185.79.53.24,10.0.0.5,8080,44625,TCP,72731,3960955,1.65,0.09,True,syn_flood
f01612,91.209.10.47,10.0.10.20,80,8961,TCP,97579,5377586,1.41,0.09,True,syn_flood
f01723,185.86.13.142,10.0.0.5,8080,31680,TCP,55744,2455640,2.04,0.06,True,syn_flood
f01651,195.235.20.149,10.0.0.5,443,51346,TCP,49189,2096170,1.75,0.1,True,syn_flood
f01682,185.97.94.151,10.0.0.5,443,53047,TCP,39257,2330203,0.7,0.06,True,syn_flood
f01221,91.194.254.98,10.0.10.20,443,3947,TCP,35648,1585770,2.29,0.07,True,syn_flood
f01640,141.238.195.147,10.0.20.100,80,23196,TCP,50227,2217071,1.22,0.12,True,syn_flood
f01269,91.18.56.104,10.0.20.100,443,13038,TCP,31871,1938508,0.92,0.14,True,syn_flood
f01263,141.52.194.184,10.0.20.100,443,4545,TCP,98771,4591999,2.44,0.1,True,syn_flood
f01365,141.97.171.243,10.0.20.100,443,44377,TCP,81387,4344565,2.24,0.07,True,syn_flood
f01477,194.217.145.158,10.0.20.100,80,39533,TCP,68556,3854390,2.44,0.1,True,syn_flood
f01339,45.226.253.213,10.0.10.20,80,23889,TCP,79738,4392049,2.19,0.08,True,syn_flood
f01262,195.202.146.107,10.0.20.100,80,3008,TCP,76963,3958459,0.42,0.11,True,syn_flood
f01354,195.203.216.163,10.0.0.5,443,18790,TCP,97534,6195058,2.22,0.05,True,syn_flood
f01627,195.147.72.71,10.0.10.20,443,36150,TCP,100294,4338668,0.72,0.05,True,syn_flood
f01226,141.134.28.100,10.0.20.100,80,35834,TCP,36815,1960478,1.81,0.04,True,syn_flood
