flow_id,src_ip,dst_ip,src_port,dst_port,protocol,pkts_in,bytes_in,duration,entropy,is_attack,attack_type
f02202,185.220.101.175,10.0.0.5,80,42918,TCP,37,443,302.45,0.25,True,slowloris
f02341,185.220.101.86,10.0.20.100,80,36141,TCP,52,843,99.82,0.27,True,slowloris
f02327,185.220.101.163,10.0.20.100,80,57596,TCP,40,351,131.48,0.24,True,slowloris
f02358,185.220.101.135,10.0.10.20,80,53179,TCP,35,328,323.65,0.29,True,slowloris
f02380,185.220.101.170,10.0.10.20,80,64994,TCP,41,700,130.71,0.27,True,slowloris
f02299,185.220.101.118,10.0.20.100,80,59347,TCP,71,804,243.51,0.23,True,slowloris
f02249,185.220.101.73,10.0.0.5,80,63055,TCP,71,547,299.23,0.31,True,slowloris
f02224,185.220.101.85,10.0.20.100,80,62794,TCP,43,323,315.1,0.21,True,slowloris
f02305,185.220.101.131,10.0.20.100,80,64330,TCP,64,939,336.43,0.23,True,slowloris
f02394,185.220.101.106,10.0.10.20,80,42725,TCP,54,610,57.59,0.29,True,slowloris
f02203,185.220.101.173,10.0.10.20,80,31657,TCP,29,422,283.78,0.32,True,slowloris
f02252,185.220.101.116,10.0.0.5,80,32285,TCP,19,728,176.99,0.19,True,slowloris
f02288,185.220.101.48,10.0.0.5,80,40248,TCP,22,500,112.0,0.21,True,slowloris
f02271,185.220.101.167,10.0.10.20,80,62687,TCP,19,411,227.89,0.31,True,slowloris
f02218,185.220.101.104,10.0.0.5,80,35224,TCP,70,882,129.93,0.29,True,slowloris
f02221,185.220.101.46,10.0.20.100,80,41583,TCP,72,836,180.76,0.31,True,slowloris
f02269,185.220.101.48,10.0.20.100,80,53972,TCP,27,617,172.64,0.25,True,slowloris
f02256,185.220.101.161,10.0.20.100,80,57862,TCP,20,880,330.29,0.31,True,slowloris
f02227,185.220.101.166,10.0.0.5,80,36851,TCP,34,530,72.15,0.25,True,slowloris
f02294,185.220.101.117,10.0.10.20,80,37407,TCP,70,254,196.36,0.17,True,slowloris
f02185,185.220.101.158,10.0.0.5,80,49587,TCP,25,269,279.35,0.22,True,slowloris
f02172,185.220.101.174,10.0.20.100,80,40354,TCP,44,685,91.4,0.3,True,slowloris
f02356,185.220.101.108,10.0.0.5,80,57768,TCP,55,929,147.44,0.25,True,slowloris
f02206,185.220.101.120,10.0.20.100,80,47161,TCP,36,391,352.4,0.23,True,slowloris
f02229,185.220.101.46,10.0.0.5,80,36586,TCP,47,747,328.81,0.21,True,slowloris
f02293,185.220.101.40,10.0.20.100,80,64415,TCP,71,583,176.0,0.19,True,slowloris
f02316,185.220.101.85,10.0.10.20,80,41067,TCP,68,409,275.63,0.21,True,slowloris
f02359,185.220.101.56,10.0.10.20,80,57796,TCP,65,685,359.55,0.19,True,slowloris
f02384,185.220.101.76,10.0.0.5,80,54809,TCP,18,435,254.07,0.31,True,slowloris
f02311,185.220.101.141,10.0.0.5,80,46802,TCP,27,652,147.68,0.17,True,slowloris
f02289,185.220.101.80,10.0.20.100,80,58492,TCP,34,464,236.03,0.17,True,slowloris
f02170,185.220.101.133,10.0.0.5,80,52017,TCP,69,833,136.69,0.31,True,slowloris
f02280,185.220.101.144,10.0.20.100,80,34796,TCP,18,369,283.3,0.27,True,slowloris
f02360,185.220.101.73,10.0.20.100,80,35270,TCP,54,829,272.3,0.32,True,slowloris
f02169,185.220.101.92,10.0.10.20,80,55634,TCP,67,223,299.47,0.26,True,slowloris
f02180,185.220.101.159,10.0.20.100,80,64776,TCP,32,259,283.52,0.17,True,slowloris
f02209,185.220.101.76,10.0.20.100,80,57056,TCP,42,924,312.91,0.21,True,slowloris
f02374,185.220.101.80,10.0.10.20,80,60059,TCP,53,924,183.46,0.26,True,slowloris
f02346,185.220.101.99,10.0.10.20,80,39286,TCP,62,508,137.65,0.2,True,slowloris
f02241,185.220.101.104,10.0.0.5,80,51847,TCP,62,544,118.03,0.17,True,slowloris
f02337,185.220.101.171,10.0.0.5,80,50690,TCP,66,637,249.22,0.16,True,slowloris
f02200,185.220.101.161,10.0.20.100,80,53553,TCP,62,643,75.85,0.21,True,slowloris
f02354,185.220.101.149,10.0.20.100,80,49974,TCP,70,821,53.88,0.3,True,slowloris
f02390,185.220.101.64,10.0.10.20,80,57205,TCP,65,910,50.7,0.26,True,slowloris
f02213,185.220.101.85,10.0.0.5,80,30899,TCP,42,904,195.66,0.17,True,slowloris
f02363,185.220.101.167,10.0.0.5,80,59546,TCP,58,854,172.23,0.21,True,slowloris
f02392,185.220.101.49,10.0.20.100,80,54651,TCP,28,376,267.77,0.31,True,slowloris
f02342,185.220.101.129,10.0.10.20,80,36192,TCP,50,840,129.77,0.22,True,slowloris
f02388,185.220.101.77,10.0.0.5,80,32668,TCP,23,664,93.91,0.24,True,slowloris
f02396,185.220.101.153,10.0.10.20,80,31015,TCP,66,791,284.73,0.18,True,slowloris
f02270,185.220.101.73,10.0.0.5,80,64496,TCP,21,573,234.8,0.27,True,slowloris
f02333,185.220.101.44,10.0.10.20,80,53553,TCP,22,386,163.28,0.25,True,slowloris
f02257,185.220.101.152,10.0.10.20,80,53696,TCP,64,523,110.82,0.25,True,slowloris
f02357,185.220.101.45,10.0.20.100,80,55674,TCP,70,530,224.23,0.29,True,slowloris
f02244,185.220.101.158,10.0.10.20,80,33179,TCP,62,628,301.19,0.32,True,slowloris
f02399,185.220.101.141,10.0.0.5,80,35738,TCP,42,311,183.07,0.29,True,slowloris
f02364,185.220.101.133,10.0.20.100,80,56773,TCP,47,916,171.91,0.27,True,slowloris
f02167,185.220.101.76,10.0.0.5,80,56217,TCP,49,453,172.7,0.21,True,slowloris
f02386,185.220.101.160,10.0.20.100,80,31803,TCP,71,659,58.51,0.23,True,slowloris
f02219,185.220.101.129,10.0.0.5,80,51583,TCP,54,632,324.05,0.21,True,slowloris
f02296,185.220.101.158,10.0.20.100,80,45152,TCP,26,492,325.9,0.29,True,slowloris
f02339,185.220.101.79,10.0.10.20,80,62054,TCP,58,743,358.28,0.2,True,slowloris
f02397,185.220.101.117,10.0.0.5,80,50365,TCP,47,800,357.17,0.27,True,slowloris
f02210,185.220.101.68,10.0.20.100,80,35095,TCP,56,477,192.39,0.3,True,slowloris
f02267,185.220.101.175,10.0.20.100,80,48912,TCP,55,781,144.84,0.24,True,slowloris
f02274,185.220.101.74,10.0.10.20,80,45340,TCP,27,797,68.79,0.24,True,slowloris
f02254,185.220.101.77,10.0.20.100,80,52013,TCP,41,339,92.85,0.26,True,slowloris
f02278,185.220.101.64,10.0.0.5,80,37345,TCP,49,501,180.96,0.19,True,slowloris
f02303,185.220.101.143,10.0.0.5,80,53434,TCP,61,849,210.28,0.26,True,slowloris
f02235,185.220.101.146,10.0.20.100,80,50474,TCP,70,418,256.99,0.19,True,slowloris
f02237,185.220.101.139,10.0.10.20,80,54585,TCP,20,933,338.85,0.3,True,slowloris
f02297,185.220.101.125,10.0.0.5,80,63303,TCP,62,617,77.64,0.2,True,slowloris
f02205,185.220.101.133,10.0.10.20,80,59124,TCP,67,480,191.11,0.25,True,slowloris
f02191,185.220.101.135,10.0.0.5,80,61136,TCP,42,614,121.51,0.2,True,slowloris
f02334,185.220.101.130,10.0.20.100,80,53847,TCP,54,645,218.93,0.2,True,slowloris
f02319,185.220.101.158,10.0.10.20,80,48780,TCP,28,506,352.31,0.29,True,slowloris
f02258,185.220.101.54,10.0.10.20,80,52846,TCP,65,317,272.85,0.18,True,slowloris
f02198,185.220.101.40,10.0.0.5,80,31712,TCP,34,261,178.4,0.3,True,slowloris
f02375,185.220.101.117,10.0.20.100,80,60715,TCP,41,652,87.38,0.25,True,slowloris
f02321,185.220.101.157,10.0.10.20,80,56325,TCP,53,344,176.19,0.19,True,slowloris
f02171,185.220.101.114,10.0.0.5,80,57312,TCP,28,327,319.03,0.28,True,slowloris
f02240,185.220.101.159,10.0.10.20,80,61872,TCP,46,880,328.74,0.21,True,slowloris
f02177,185.220.101.153,10.0.20.100,80,55382,TCP,75,449,155.91,0.32,True,slowloris
f02195,185.220.101.41,10.0.20.100,80,60745,TCP,27,777,148.39,0.26,True,slowloris
f02187,185.220.101.81,10.0.20.100,80,45341,TCP,61,487,188.99,0.23,True,slowloris
f02320,185.220.101.119,10.0.20.100,80,32436,TCP,71,737,254.2,0.17,True,slowloris
f02314,185.220.101.175,10.0.0.5,80,60291,TCP,31,851,72.25,0.27,True,slowloris
f02295,185.220.101.81,10.0.10.20,80,44970,TCP,48,278,337.69,0.29,True,slowloris
f02366,185.220.101.150,10.0.0.5,80,58913,TCP,32,492,160.48,0.17,True,slowloris
f02199,185.220.101.115,10.0.10.20,80,58385,TCP,75,403,94.87,0.27,True,slowloris
f02166,185.220.101.114,10.0.20.100,80,43112,TCP,49,508,342.19,0.24,True,slowloris
f02373,185.220.101.72,10.0.0.5,80,32928,TCP,55,732,109.97,0.31,True,slowloris
f02331,185.220.101.178,10.0.20.100,80,51695,TCP,22,433,258.82,0.29,True,slowloris
f02220,185.220.101.121,10.0.10.20,80,44437,TCP,24,675,265.31,0.28,True,slowloris
f02370,185.220.101.81,10.0.10.20,80,63051,TCP,57,649,240.63,0.31,True,slowloris
f02182,185.220.101.147,10.0.0.5,80,42131,TCP,31,900,202.1,0.26,True,slowloris
f02348,185.220.101.124,10.0.10.20,80,56145,TCP,73,286,184.62,0.18,True,slowloris
f02174,185.220.101.87,10.0.0.5,80,37886,TCP,44,616,230.8,0.23,True,slowloris
f02302,185.220.101.41,10.0.10.20,80,34713,TCP,33,456,251.27,0.18,True,slowloris
f02362,185.220.101.143,10.0.0.5,80,35916,TCP,68,712,315.57,0.3,True,slowloris
f02184,185.220.101.152,10.0.0.5,80,51519,TCP,59,807,94.01,0.24,True,slowloris
f02338,185.220.101.168,10.0.0.5,80,52077,TCP,59,487,226.32,0.19,True,slowloris
f02242,185.220.101.62,10.0.0.5,80,48338,TCP,22,687,323.6,0.31,True,slowloris
f02291,185.220.101.91,10.0.10.20,80,45864,TCP,57,733,173.81,0.28,True,slowloris
f02330,185.220.101.142,10.0.10.20,80,45998,TCP,26,723,109.86,0.32,True,slowloris
f02272,185.220.101.124,10.0.0.5,80,31310,TCP,52,735,110.14,0.3,True,slowloris
f02262,185.220.101.173,10.0.0.5,80,30562,TCP,58,769,238.35,0.27,True,slowloris
f02259,185.220.101.66,10.0.0.5,80,51697,TCP,68,381,338.27,0.3,True,slowloris
f02285,185.220.101.116,10.0.0.5,80,48597,TCP,20,469,67.68,0.26,True,slowloris
f02264,185.220.101.131,10.0.10.20,80,53295,TCP,57,629,128.59,0.21,True,slowloris
f02164,185.220.101.178,10.0.10.20,80,44218,TCP,69,241,214.44,0.2,True,slowloris
f02369,185.220.101.138,10.0.0.5,80,58396,TCP,20,822,97.23,0.18,True,slowloris
f02201,185.220.101.143,10.0.10.20,80,62628,TCP,43,639,224.07,0.32,True,slowloris
f02239,185.220.101.82,10.0.0.5,80,34168,TCP,57,454,212.4,0.21,True,slowloris
f02163,185.220.101.54,10.0.20.100,80,51537,TCP,49,281,125.63,0.26,True,slowloris
f02391,185.220.101.97,10.0.10.20,80,56719,TCP,70,920,160.97,0.18,True,slowloris
f02326,185.220.101.86,10.0.0.5,80,52038,TCP,75,544,279.14,0.17,True,slowloris
f02261,185.220.101.58,10.0.0.5,80,38547,TCP,66,327,240.15,0.19,True,slowloris
f02277,185.220.101.44,10.0.10.20,80,35175,TCP,53,741,211.22,0.29,True,slowloris
f02238,185.220.101.106,10.0.20.100,80,61840,TCP,62,414,103.96,0.31,True,slowloris
f02183,185.220.101.66,10.0.20.100,80,55168,TCP,50,684,73.02,0.25,True,slowloris
f02312,185.220.101.46,10.0.10.20,80,40499,TCP,33,247,175.2,0.3,True,slowloris
f02161,185.220.101.146,10.0.10.20,80,43185,TCP,71,926,120.34,0.29,True,slowloris
f02349,185.220.101.138,10.0.10.20,80,33770,TCP,22,638,224.3,0.31,True,slowloris
f02332,185.220.101.123,10.0.10.20,80,44801,TCP,62,360,343.03,0.31,True,slowloris
f02176,185.220.101.85,10.0.0.5,80,48354,TCP,37,491,301.51,0.24,True,slowloris
f02181,185.220.101.59,10.0.10.20,80,62775,TCP,29,432,343.89,0.27,True,slowloris
f02165,185.220.101.131,10.0.20.100,80,50958,TCP,22,270,96.25,0.19,True,slowloris
f02162,185.220.101.65,10.0.10.20,80,55830,TCP,32,727,165.87,0.18,True,slowloris
f02378,185.220.101.40,10.0.10.20,80,55776,TCP,61,330,58.45,0.22,True,slowloris
f02175,185.220.101.154,10.0.10.20,80,48150,TCP,59,688,267.6,0.26,True,slowloris
f02322,185.220.101.49,10.0.20.100,80,57878,TCP,64,230,348.76,0.21,True,slowloris
f02309,185.220.101.116,10.0.20.100,80,49468,TCP,35,706,235.86,0.23,True,slowloris
f02208,185.220.101.74,10.0.10.20,80,47555,TCP,27,269,142.99,0.28,True,slowloris
f02286,185.220.101.153,10.0.20.100,80,52441,TCP,19,325,144.05,0.19,True,slowloris
f02248,185.220.101.41,10.0.20.100,80,36737,TCP,67,406,86.25,0.22,True,slowloris
f02236,185.220.101.74,10.0.0.5,80,39244,TCP,25,228,247.06,0.29,True,slowloris
f02207,185.220.101.156,10.0.0.5,80,51098,TCP,61,918,344.87,0.27,True,slowloris
f02234,185.220.101.104,10.0.0.5,80,46789,TCP,50,223,112.95,0.3,True,slowloris
f02318,185.220.101.169,10.0.0.5,80,57961,TCP,67,328,248.53,0.18,True,slowloris
f02379,185.220.101.91,10.0.0.5,80,32068,TCP,28,781,157.65,0.21,True,slowloris
f02245,185.220.101.49,10.0.0.5,80,51769,TCP,58,949,120.81,0.19,True,slowloris
f02350,185.220.101.146,10.0.0.5,80,34989,TCP,50,725,164.72,0.3,True,slowloris
f02382,185.220.101.162,10.0.20.100,80,59607,TCP,42,574,55.71,0.28,True,slowloris
f02251,185.220.101.50,10.0.0.5,80,63702,TCP,60,549,59.47,0.29,True,slowloris
f02232,185.220.101.104,10.0.0.5,80,59591,TCP,57,569,265.27,0.19,True,slowloris
f02340,185.220.101.139,10.0.10.20,80,32839,TCP,25,329,67.39,0.23,True,slowloris
f02215,185.220.101.86,10.0.0.5,80,31940,TCP,26,474,208.6,0.21,True,slowloris
f02329,185.220.101.78,10.0.20.100,80,45689,TCP,42,361,343.2,0.31,True,slowloris
f02250,185.220.101.97,10.0.0.5,80,60451,TCP,55,375,112.66,0.18,True,slowloris
f02192,185.220.101.155,10.0.10.20,80,54103,TCP,18,238,123.99,0.29,True,slowloris
f02383,185.220.101.54,10.0.0.5,80,63266,TCP,25,524,144.8,0.2,True,slowloris
f02385,185.220.101.84,10.0.0.5,80,62740,TCP,53,698,359.87,0.3,True,slowloris
f02367,185.220.101.164,10.0.10.20,80,57470,TCP,71,572,289.39,0.18,True,slowloris
f02222,185.220.101.134,10.0.20.100,80,62181,TCP,50,850,176.36,0.29,True,slowloris
f02389,185.220.101.141,10.0.10.20,80,65348,TCP,62,571,132.22,0.24,True,slowloris
f02281,185.220.101.176,10.0.0.5,80,30231,TCP,62,292,55.67,0.22,True,slowloris
f02377,185.220.101.137,10.0.10.20,80,55337,TCP,36,300,262.58,0.3,True,slowloris
f02315,185.220.101.97,10.0.10.20,80,60959,TCP,42,608,138.01,0.29,True,slowloris
f02398,185.220.101.159,10.0.10.20,80,54682,TCP,69,335,146.61,0.27,True,slowloris
f02361,185.220.101.45,10.0.0.5,80,44855,TCP,45,305,156.57,0.19,True,slowloris
f02216,185.220.101.126,10.0.20.100,80,56307,TCP,24,389,236.75,0.32,True,slowloris
f02387,185.220.101.165,10.0.20.100,80,55414,TCP,69,906,347.34,0.25,True,slowloris
f02255,185.220.101.101,10.0.0.5,80,54865,TCP,42,731,153.28,0.26,True,slowloris
f02283,185.220.101.64,10.0.20.100,80,49892,TCP,58,865,341.52,0.21,True,slowloris
f02336,185.220.101.45,10.0.20.100,80,56159,TCP,68,309,306.57,0.28,True,slowloris
f02308,185.220.101.140,10.0.0.5,80,35463,TCP,21,409,223.72,0.21,True,slowloris
f02324,185.220.101.80,10.0.10.20,80,60156,TCP,51,293,348.03,0.16,True,slowloris
f02313,185.220.101.42,10.0.10.20,80,44280,TCP,75,622,144.73,0.3,True,slowloris
f02212,185.220.101.154,10.0.20.100,80,60868,TCP,20,249,275.11,0.31,True,slowloris
f02325,185.220.101.89,10.0.20.100,80,65092,TCP,42,575,73.01,0.31,True,slowloris
f02179,185.220.101.144,10.0.20.100,80,33277,TCP,68,499,173.62,0.2,True,slowloris
f02225,185.220.101.155,10.0.0.5,80,31398,TCP,51,811,343.62,0.26,True,slowloris
f02188,185.220.101.145,10.0.0.5,80,32659,TCP,43,886,314.42,0.18,True,slowloris
f02395,185.220.101.108,10.0.10.20,80,30413,TCP,51,780,326.81,0.17,True,slowloris
f02292,185.220.101.173,10.0.20.100,80,36200,TCP,27,255,113.95,0.25,True,slowloris
f02282,185.220.101.165,10.0.0.5,80,30968,TCP,33,713,203.37,0.24,True,slowloris
f02304,185.220.101.104,10.0.10.20,80,31768,TCP,70,373,172.81,0.31,True,slowloris
f02168,185.220.101.169,10.0.20.100,80,59890,TCP,33,525,54.99,0.17,True,slowloris
f02223,185.220.101.65,10.0.10.20,80,42876,TCP,64,899,97.31,0.28,True,slowloris
f02335,185.220.101.50,10.0.0.5,80,48189,TCP,70,269,92.76,0.21,True,slowloris
f02196,185.220.101.168,10.0.20.100,80,65195,TCP,49,714,235.15,0.3,True,slowloris
f02328,185.220.101.41,10.0.0.5,80,57546,TCP,37,695,322.94,0.28,True,slowloris
f02211,185.220.101.99,10.0.20.100,80,37503,TCP,44,773,267.51,0.17,True,slowloris
f02190,185.220.101.165,10.0.10.20,80,58028,TCP,74,657,250.69,0.28,True,slowloris
f02317,185.220.101.177,10.0.20.100,80,62215,TCP,37,928,199.63,0.17,True,slowloris
f02204,185.220.101.141,10.0.20.100,80,35091,TCP,63,341,243.01,0.19,True,slowloris
f02351,185.220.101.137,10.0.0.5,80,48629,TCP,52,381,196.01,0.27,True,slowloris
f02355,185.220.101.114,10.0.10.20,80,55661,TCP,41,376,172.53,0.18,True,slowloris
f02353,185.220.101.74,10.0.10.20,80,43258,TCP,56,729,96.32,0.28,True,slowloris
f02263,185.220.101.123,10.0.20.100,80,41856,TCP,72,437,133.71,0.25,True,slowloris
f02381,185.220.101.78,10.0.0.5,80,33424,TCP,39,853,317.42,0.19,True,slowloris
f02298,185.220.101.107,10.0.20.100,80,43000,TCP,64,399,300.98,0.2,True,slowloris
f02260,185.220.101.140,10.0.10.20,80,52114,TCP,43,332,115.73,0.21,True,slowloris
f02214,185.220.101.118,10.0.0.5,80,44232,TCP,33,925,57.72,0.27,True,slowloris
f02368,185.220.101.54,10.0.10.20,80,33267,TCP,70,509,344.69,0.29,True,slowloris
f02323,185.220.101.173,10.0.10.20,80,62985,TCP,30,366,196.38,0.21,True,slowloris
f02372,185.220.101.172,10.0.0.5,80,49961,TCP,30,286,352.29,0.25,True,slowloris
f02345,185.220.101.118,10.0.10.20,80,42892,TCP,32,606,222.89,0.22,True,slowloris
f02253,185.220.101.110,10.0.10.20,80,38093,TCP,50,688,177.15,0.19,True,slowloris
f02300,185.220.101.103,10.0.10.20,80,40287,TCP,49,438,260.13,0.31,True,slowloris
f02371,185.220.101.85,10.0.10.20,80,43629,TCP,71,464,265.98,0.19,True,slowloris
f02193,185.220.101.69,10.0.20.100,80,42828,TCP,18,886,53.47,0.25,True,slowloris
f02279,185.220.101.109,10.0.10.20,80,63703,TCP,71,553,77.38,0.21,True,slowloris
