src_ip,dst_ip,unique_dst_ports,scan_duration_s,is_attack
10.0.0.90,10.0.0.7,926,5.1,True
10.0.0.66,10.0.0.5,2,0.24,False
10.0.0.77,10.0.0.7,781,5.6,True
10.0.0.52,10.0.0.6,1,1.62,False
10.0.0.77,10.0.0.7,914,4.3,True
10.0.0.64,10.0.0.6,1,2.07,False
10.0.0.77,10.0.0.8,998,5.3,True
10.0.0.68,10.0.0.7,1,0.82,False
185.220.101.15,10.0.0.7,805,6.4,True
10.0.0.54,10.0.0.8,1,1.15,False
185.220.101.15,10.0.0.8,825,4.2,True
10.0.0.62,10.0.0.7,1,1.54,False
10.0.0.77,10.0.0.8,957,4.3,True
10.0.0.55,10.0.0.5,1,1.8,False
10.0.0.90,10.0.0.7,858,6.7,True
10.0.0.50,10.0.0.7,1,0.47,False
10.0.0.90,10.0.0.7,774,5.1,True
10.0.0.58,10.0.0.7,2,1.46,False
185.220.101.15,10.0.0.7,961,4.5,True
10.0.0.65,10.0.0.5,2,1.62,False
185.220.101.15,10.0.0.6,1016,4.8,True
10.0.0.62,10.0.0.7,1,1.3,False
185.220.101.15,10.0.0.7,862,4.1,True
10.0.0.68,10.0.0.5,1,2.01,False
10.0.0.90,10.0.0.7,908,6.0,True
10.0.0.67,10.0.0.5,2,1.04,False
10.0.0.90,10.0.0.6,909,6.5,True
10.0.0.57,10.0.0.7,1,0.12,False
10.0.0.77,10.0.0.7,831,6.0,True
10.0.0.62,10.0.0.8,2,1.05,False
10.0.0.77,10.0.0.6,938,4.6,True
10.0.0.54,10.0.0.8,1,1.8,False
10.0.0.77,10.0.0.5,981,6.2,True
10.0.0.61,10.0.0.8,2,1.36,False
10.0.0.90,10.0.0.5,750,5.5,True
10.0.0.52,10.0.0.7,3,2.13,False
10.0.0.77,10.0.0.7,761,5.3,True
10.0.0.66,10.0.0.6,1,1.78,False
10.0.0.77,10.0.0.7,771,4.6,True
10.0.0.62,10.0.0.5,1,1.15,False
185.220.101.15,10.0.0.6,821,4.0,True
10.0.0.44,10.0.0.7,1,1.55,False
185.220.101.15,10.0.0.5,752,4.3,True
10.0.0.62,10.0.0.7,1,1.73,False
10.0.0.77,10.0.0.7,975,4.6,True
10.0.0.61,10.0.0.8,1,1.28,False
185.220.101.15,10.0.0.7,939,4.8,True
10.0.0.47,10.0.0.8,2,1.54,False
10.0.0.77,10.0.0.7,1003,4.8,True
10.0.0.62,10.0.0.7,1,2.05,False
10.0.0.90,10.0.0.7,819,6.3,True
10.0.0.47,10.0.0.6,1,2.08,False
185.220.101.15,10.0.0.7,962,4.8,True
10.0.0.58,10.0.0.5,1,0.68,False
10.0.0.77,10.0.0.5,820,4.7,True
10.0.0.46,10.0.0.5,1,1.76,False
10.0.0.90,10.0.0.7,884,6.2,True
10.0.0.41,10.0.0.6,1,1.65,False
10.0.0.77,10.0.0.7,810,6.7,True
10.0.0.61,10.0.0.8,2,1.39,False
10.0.0.77,10.0.0.6,895,6.0,True
10.0.0.60,10.0.0.6,4,1.57,False
10.0.0.77,10.0.0.8,806,5.4,True
10.0.0.66,10.0.0.6,3,0.26,False
185.220.101.15,10.0.0.6,797,6.2,True
10.0.0.61,10.0.0.5,3,1.48,False
185.220.101.15,10.0.0.6,862,4.0,True
10.0.0.69,10.0.0.8,1,1.41,False
185.220.101.15,10.0.0.5,793,5.8,True
10.0.0.66,10.0.0.5,2,2.09,False
10.0.0.77,10.0.0.6,870,6.6,True
10.0.0.57,10.0.0.6,3,2.19,False
185.220.101.15,10.0.0.8,753,6.1,True
10.0.0.44,10.0.0.7,1,1.95,False
10.0.0.77,10.0.0.7,966,4.7,True
10.0.0.61,10.0.0.5,4,1.35,False
185.220.101.15,10.0.0.6,928,4.7,True
10.0.0.64,10.0.0.8,2,1.18,False
10.0.0.77,10.0.0.8,833,4.7,True
10.0.0.40,10.0.0.6,1,1.56,False
185.220.101.15,10.0.0.6,779,4.5,True
10.0.0.55,10.0.0.7,2,0.61,False
10.0.0.77,10.0.0.5,762,5.8,True
10.0.0.59,10.0.0.7,3,0.35,False
10.0.0.90,10.0.0.6,924,4.5,True
10.0.0.60,10.0.0.5,1,1.88,False
10.0.0.90,10.0.0.6,862,4.4,True
10.0.0.56,10.0.0.6,1,2.14,False
10.0.0.90,10.0.0.6,901,5.4,True
10.0.0.41,10.0.0.6,2,1.29,False
10.0.0.90,10.0.0.6,870,6.7,True
10.0.0.51,10.0.0.7,2,1.64,False
10.0.0.77,10.0.0.5,750,5.8,True
10.0.0.43,10.0.0.7,2,0.7,False
10.0.0.90,10.0.0.7,1001,5.6,True
10.0.0.40,10.0.0.8,1,0.84,False
185.220.101.15,10.0.0.8,757,6.7,True
10.0.0.61,10.0.0.6,1,1.6,False
10.0.0.90,10.0.0.8,918,5.6,True
10.0.0.41,10.0.0.6,1,0.59,False
185.220.101.15,10.0.0.6,788,3.9,True
10.0.0.46,10.0.0.6,1,0.64,False
185.220.101.15,10.0.0.5,867,5.7,True
10.0.0.44,10.0.0.5,1,0.37,False
185.220.101.15,10.0.0.8,838,5.6,True
10.0.0.66,10.0.0.8,1,0.82,False
10.0.0.77,10.0.0.6,970,4.4,True
10.0.0.41,10.0.0.5,1,1.36,False
185.220.101.15,10.0.0.6,856,5.9,True
10.0.0.65,10.0.0.6,1,0.27,False
10.0.0.90,10.0.0.8,973,6.3,True
