flow_id,src_ip,dst_ip,bytes_in,bytes_out,ratio_out_in,is_attack
f351,10.0.0.5,198.51.100.2,1855468,10335,0.006,False
f352,10.0.0.19,45.77.12.12,12204,50453433,4134.2,True
f353,10.0.0.5,151.101.1.69,4383829,21426,0.005,False
f354,10.0.0.19,45.77.12.9,14368,44430668,3092.3,True
f355,10.0.0.5,104.16.85.20,2734909,21646,0.008,False
f356,10.0.0.19,185.220.101.88,18819,36052704,1915.8,True
f357,10.0.0.5,198.51.100.2,3827605,17354,0.005,False
f358,10.0.0.19,45.77.12.12,12670,45202418,3567.7,True
f359,10.0.0.5,142.250.80.14,987695,12145,0.012,False
f360,10.0.0.19,45.77.12.10,14829,52708215,3554.4,True
f361,10.0.0.5,203.0.113.9,4183524,17314,0.004,False
f362,10.0.0.19,45.77.12.10,14966,29817913,1992.4,True
f363,10.0.0.5,172.217.0.14,1882481,17504,0.009,False
f364,10.0.0.19,45.77.12.11,15919,38672226,2429.3,True
f365,10.0.0.5,203.0.113.9,3232203,17041,0.005,False
f366,10.0.0.19,185.220.101.88,21204,31291477,1475.7,True
f367,10.0.0.5,151.101.1.69,4393954,13184,0.003,False
f368,10.0.0.19,185.220.101.88,17787,43965565,2471.8,True
f369,10.0.0.5,203.0.113.9,4068545,21433,0.005,False
f370,10.0.0.19,45.77.12.9,16766,32738930,1952.7,True
f371,10.0.0.5,142.250.80.14,4350595,14582,0.003,False
f372,10.0.0.19,185.220.101.88,21686,28572349,1317.5,True
f373,10.0.0.5,203.0.113.9,3649865,21808,0.006,False
f374,10.0.0.19,45.77.12.10,20375,37887016,1859.5,True
f375,10.0.0.5,198.51.100.2,1258308,13505,0.011,False
f376,10.0.0.19,45.77.12.9,20168,29466744,1461.1,True
f377,10.0.0.5,142.250.80.14,1221783,17833,0.015,False
f378,10.0.0.19,45.77.12.10,13567,36004691,2653.8,True
f379,10.0.0.5,151.101.1.69,2764413,20075,0.007,False
f380,10.0.0.19,45.77.12.11,15434,36638409,2373.9,True
f381,10.0.0.5,203.0.113.9,1640216,9971,0.006,False
f382,10.0.0.19,45.77.12.11,19749,47259345,2393.0,True
f383,10.0.0.5,198.51.100.2,2092901,20586,0.01,False
f384,10.0.0.19,45.77.12.9,20159,35490392,1760.5,True
f385,10.0.0.5,198.51.100.2,1731500,14692,0.008,False
f386,10.0.0.19,185.220.101.88,13887,35806178,2578.4,True
f387,10.0.0.5,151.101.1.69,2800647,11675,0.004,False
f388,10.0.0.19,45.77.12.10,12768,30741317,2407.7,True
f389,10.0.0.5,142.250.80.14,4385028,14483,0.003,False
f390,10.0.0.19,45.77.12.10,19970,48678565,2437.6,True
f391,10.0.0.5,151.101.1.69,3019599,15029,0.005,False
f392,10.0.0.19,45.77.12.11,18619,33895012,1820.5,True
f393,10.0.0.5,203.0.113.9,1087610,15313,0.014,False
f394,10.0.0.19,45.77.12.12,12142,49269251,4057.8,True
f395,10.0.0.5,203.0.113.9,2449285,11689,0.005,False
f396,10.0.0.19,45.77.12.9,20423,32593723,1595.9,True
f397,10.0.0.5,203.0.113.9,4153785,11174,0.003,False
f398,10.0.0.19,45.77.12.11,12161,43336432,3563.6,True
f399,10.0.0.5,142.250.80.14,2283315,16089,0.007,False
f400,10.0.0.19,45.77.12.11,17535,50408268,2874.7,True
f401,10.0.0.5,198.51.100.2,2331054,11496,0.005,False
f402,10.0.0.19,185.220.101.88,14095,31901420,2263.3,True
f403,10.0.0.5,142.250.80.14,1728606,20857,0.012,False
f404,10.0.0.19,45.77.12.11,12718,49239490,3871.6,True
f405,10.0.0.5,203.0.113.9,1139868,12929,0.011,False
f406,10.0.0.19,45.77.12.11,16199,48325319,2983.2,True
f407,10.0.0.5,151.101.1.69,2972341,20283,0.007,False
f408,10.0.0.19,185.220.101.88,17344,28907932,1666.7,True
f409,10.0.0.5,104.16.85.20,1256100,18231,0.015,False
f410,10.0.0.19,45.77.12.9,20628,37573135,1821.5,True
f411,10.0.0.5,104.16.85.20,3155578,18723,0.006,False
f412,10.0.0.19,45.77.12.11,17832,37112572,2081.2,True
f413,10.0.0.5,142.250.80.14,3726082,18567,0.005,False
f414,10.0.0.19,45.77.12.11,21728,42736364,1966.9,True
f415,10.0.0.5,198.51.100.2,2175559,13829,0.006,False
f416,10.0.0.19,45.77.12.12,14403,50102748,3478.6,True
f417,10.0.0.5,203.0.113.9,1911501,17019,0.009,False
f418,10.0.0.19,45.77.12.11,17023,32212743,1892.3,True
f419,10.0.0.5,142.250.80.14,1151980,16336,0.014,False
f420,10.0.0.19,45.77.12.11,18748,35748810,1906.8,True
f421,10.0.0.5,104.16.85.20,1778484,18614,0.01,False
f422,10.0.0.19,45.77.12.9,16307,40894119,2507.8,True
f423,10.0.0.5,172.217.0.14,1123168,13644,0.012,False
f424,10.0.0.19,45.77.12.11,16236,38239521,2355.2,True
f425,10.0.0.5,151.101.1.69,3609863,14949,0.004,False
f426,10.0.0.19,45.77.12.12,17070,45341315,2656.2,True
f427,10.0.0.5,203.0.113.9,4047947,13790,0.003,False
f428,10.0.0.19,45.77.12.11,14622,38639232,2642.5,True
f429,10.0.0.5,198.51.100.2,3649902,17382,0.005,False
f430,10.0.0.19,185.220.101.88,20751,50358707,2426.8,True
f431,10.0.0.5,151.101.1.69,1949864,15208,0.008,False
f432,10.0.0.19,45.77.12.11,12281,46799174,3810.7,True
f433,10.0.0.5,104.16.85.20,1661911,9407,0.006,False
f434,10.0.0.19,45.77.12.11,15903,30758654,1934.1,True
f435,10.0.0.5,151.101.1.69,3040863,13812,0.005,False
f436,10.0.0.19,45.77.12.10,13252,35972382,2714.5,True
f437,10.0.0.5,104.16.85.20,1110696,12666,0.011,False
f438,10.0.0.19,45.77.12.12,21983,48718322,2216.2,True
f439,10.0.0.5,151.101.1.69,2127040,13270,0.006,False
f440,10.0.0.19,185.220.101.88,15584,48644250,3121.4,True
f441,10.0.0.5,198.51.100.2,2745462,16944,0.006,False
f442,10.0.0.19,45.77.12.12,14170,53112267,3748.2,True
f443,10.0.0.5,151.101.1.69,3794610,10998,0.003,False
f444,10.0.0.19,45.77.12.11,16118,33087212,2052.8,True
f445,10.0.0.5,198.51.100.2,1779553,10893,0.006,False
f446,10.0.0.19,45.77.12.10,17199,53587045,3115.7,True
f447,10.0.0.5,203.0.113.9,3705546,12335,0.003,False
f448,10.0.0.19,185.220.101.88,15449,37229294,2409.8,True
f449,10.0.0.5,203.0.113.9,1480299,13718,0.009,False
f450,10.0.0.19,45.77.12.12,14251,34054147,2389.6,True
f451,10.0.0.5,198.51.100.2,4327868,16459,0.004,False
f452,10.0.0.19,45.77.12.10,12713,42916535,3375.8,True
f453,10.0.0.5,172.217.0.14,988732,18817,0.019,False
f454,10.0.0.19,45.77.12.12,17661,35265699,1996.8,True
f455,10.0.0.5,151.101.1.69,906766,20055,0.022,False
f456,10.0.0.19,45.77.12.9,19038,35925826,1887.1,True
f457,10.0.0.5,198.51.100.2,1684574,18760,0.011,False
f458,10.0.0.19,185.220.101.88,21126,50281539,2380.1,True
f459,10.0.0.5,142.250.80.14,3030073,17020,0.006,False
f460,10.0.0.19,45.77.12.12,15436,35587124,2305.5,True
f461,10.0.0.5,172.217.0.14,1368150,10588,0.008,False
f462,10.0.0.19,45.77.12.9,20699,39457870,1906.3,True
f463,10.0.0.5,104.16.85.20,1493519,19488,0.013,False
f464,10.0.0.19,45.77.12.12,17991,39958057,2221.0,True
f465,10.0.0.5,142.250.80.14,2990394,21867,0.007,False
f466,10.0.0.19,45.77.12.10,18800,35595582,1893.4,True
f467,10.0.0.5,198.51.100.2,1067460,17641,0.017,False
f468,10.0.0.19,185.220.101.88,16606,53868148,3243.9,True
f469,10.0.0.5,172.217.0.14,4386876,10639,0.002,False
f470,10.0.0.19,45.77.12.9,21122,45559667,2157.0,True
f471,10.0.0.5,172.217.0.14,3909567,17313,0.004,False
f472,10.0.0.19,185.220.101.88,21476,45310510,2109.8,True
f473,10.0.0.5,142.250.80.14,3501849,10529,0.003,False
f474,10.0.0.19,185.220.101.88,14006,31345740,2238.0,True
f475,10.0.0.5,104.16.85.20,3301956,13428,0.004,False
f476,10.0.0.19,45.77.12.10,21197,32030054,1511.1,True
f477,10.0.0.5,151.101.1.69,4130533,20645,0.005,False
f478,10.0.0.19,185.220.101.88,15852,37573366,2370.3,True
f479,10.0.0.5,198.51.100.2,3971673,19527,0.005,False
f480,10.0.0.19,45.77.12.9,18745,36563324,1950.6,True
f481,10.0.0.5,198.51.100.2,1540849,19781,0.013,False
f482,10.0.0.19,185.220.101.88,17229,39388441,2286.2,True
f483,10.0.0.5,198.51.100.2,4100559,14057,0.003,False
f484,10.0.0.19,45.77.12.10,15073,37522485,2489.4,True
f485,10.0.0.5,104.16.85.20,3540343,16434,0.005,False
f486,10.0.0.19,45.77.12.9,21761,42925401,1972.6,True
f487,10.0.0.5,198.51.100.2,3323308,9206,0.003,False
f488,10.0.0.19,45.77.12.11,12827,46961830,3661.2,True
f489,10.0.0.5,142.250.80.14,1604754,12035,0.007,False
f490,10.0.0.19,45.77.12.11,14430,37295597,2584.6,True
f491,10.0.0.5,198.51.100.2,4172695,19266,0.005,False
f492,10.0.0.19,45.77.12.9,12400,48565804,3916.6,True
f493,10.0.0.5,142.250.80.14,1039939,20152,0.019,False
f494,10.0.0.19,45.77.12.12,15685,31744396,2023.9,True
f495,10.0.0.5,151.101.1.69,1508306,12629,0.008,False
f496,10.0.0.19,45.77.12.10,16806,49741338,2959.7,True
f497,10.0.0.5,198.51.100.2,715936,19775,0.028,False
f498,10.0.0.19,185.220.101.88,20158,53665836,2662.3,True
f499,10.0.0.5,198.51.100.2,1982539,13169,0.007,False
f500,10.0.0.19,45.77.12.12,20236,36023436,1780.2,True
f501,10.0.0.5,104.16.85.20,3790109,9465,0.002,False
f502,10.0.0.19,45.77.12.12,13946,32542081,2333.4,True
f503,10.0.0.5,203.0.113.9,4495471,11736,0.003,False
f504,10.0.0.19,45.77.12.11,20122,48784394,2424.4,True
f505,10.0.0.5,104.16.85.20,3166466,16072,0.005,False
f506,10.0.0.19,185.220.101.88,13279,29672692,2234.6,True
f507,10.0.0.5,198.51.100.2,1972082,10826,0.005,False
f508,10.0.0.19,185.220.101.88,20243,50113868,2475.6,True
f509,10.0.0.5,198.51.100.2,2674506,21537,0.008,False
f510,10.0.0.19,45.77.12.10,16603,37760278,2274.3,True
f511,10.0.0.5,142.250.80.14,3315091,14897,0.004,False
f512,10.0.0.19,45.77.12.10,12611,42785868,3392.7,True
f513,10.0.0.5,151.101.1.69,3093018,18550,0.006,False
f514,10.0.0.19,45.77.12.9,17827,32809875,1840.5,True
f515,10.0.0.5,104.16.85.20,1582916,10396,0.007,False
f516,10.0.0.19,45.77.12.9,21264,43552887,2048.2,True
f517,10.0.0.5,151.101.1.69,2825388,18441,0.007,False
f518,10.0.0.19,45.77.12.11,13748,42301850,3076.9,True
f519,10.0.0.5,151.101.1.69,2202723,9923,0.005,False
f520,10.0.0.19,45.77.12.9,20763,29621232,1426.6,True
f521,10.0.0.5,203.0.113.9,2262103,13522,0.006,False
f522,10.0.0.19,45.77.12.11,12341,53213739,4311.9,True
f523,10.0.0.5,198.51.100.2,2657777,16169,0.006,False
f524,10.0.0.19,45.77.12.12,12968,31930375,2462.2,True
f525,10.0.0.5,142.250.80.14,4329311,11071,0.003,False
f526,10.0.0.19,45.77.12.10,13594,41051422,3019.8,True
f527,10.0.0.5,198.51.100.2,2123986,16722,0.008,False
f528,10.0.0.19,45.77.12.11,13509,28822203,2133.6,True
f529,10.0.0.5,203.0.113.9,781151,12532,0.016,False
f530,10.0.0.19,45.77.12.12,18733,53179281,2838.8,True
f531,10.0.0.5,104.16.85.20,2163027,16724,0.008,False
f532,10.0.0.19,45.77.12.11,15918,47649020,2993.4,True
f533,10.0.0.5,151.101.1.69,3396519,12879,0.004,False
f534,10.0.0.19,185.220.101.88,16425,43134011,2626.1,True
f535,10.0.0.5,142.250.80.14,4126924,10492,0.003,False
f536,10.0.0.19,185.220.101.88,16415,40284352,2454.1,True
f537,10.0.0.5,104.16.85.20,1012608,15363,0.015,False
f538,10.0.0.19,45.77.12.10,12777,33917575,2654.6,True
f539,10.0.0.5,203.0.113.9,1429960,18703,0.013,False
f540,10.0.0.19,45.77.12.9,20781,33333029,1604.0,True
f541,10.0.0.5,198.51.100.2,2407281,12173,0.005,False
f542,10.0.0.19,45.77.12.12,14197,39079782,2752.7,True
f543,10.0.0.5,203.0.113.9,1091627,11283,0.01,False
f544,10.0.0.19,185.220.101.88,20540,29049773,1414.3,True
f545,10.0.0.5,142.250.80.14,4351107,12368,0.003,False
f546,10.0.0.19,45.77.12.9,12863,33175134,2579.1,True
f547,10.0.0.5,151.101.1.69,1341247,12808,0.01,False
f548,10.0.0.19,45.77.12.12,12403,40177869,3239.4,True
f549,10.0.0.5,203.0.113.9,2308905,21817,0.009,False
f550,10.0.0.19,45.77.12.12,16830,46689610,2774.2,True
f551,10.0.0.5,142.250.80.14,1431540,20083,0.014,False
f552,10.0.0.19,45.77.12.11,14622,33113914,2264.7,True
f553,10.0.0.5,104.16.85.20,1369945,14341,0.01,False
f554,10.0.0.19,45.77.12.11,18444,39296644,2130.6,True
f555,10.0.0.5,142.250.80.14,3520261,13564,0.004,False
f556,10.0.0.19,45.77.12.12,18161,35467180,1952.9,True
f557,10.0.0.5,203.0.113.9,2514023,18861,0.008,False
f558,10.0.0.19,45.77.12.9,16864,40434706,2397.7,True
f559,10.0.0.5,172.217.0.14,4472263,18751,0.004,False
f560,10.0.0.19,45.77.12.9,15380,40914341,2660.2,True
f561,10.0.0.5,172.217.0.14,1645004,14816,0.009,False
f562,10.0.0.19,45.77.12.11,14597,34845898,2387.2,True
f563,10.0.0.5,151.101.1.69,1367763,13188,0.01,False
f564,10.0.0.19,45.77.12.12,18949,43163094,2277.9,True
f565,10.0.0.5,151.101.1.69,3826249,11059,0.003,False
f566,10.0.0.19,45.77.12.10,18706,51419594,2748.8,True
f567,10.0.0.5,151.101.1.69,2335109,10210,0.004,False
f568,10.0.0.19,45.77.12.12,16982,49609595,2921.3,True
f569,10.0.0.5,151.101.1.69,3166419,9194,0.003,False
f570,10.0.0.19,45.77.12.11,17827,53219657,2985.3,True
f571,10.0.0.5,172.217.0.14,1396780,21388,0.015,False
f572,10.0.0.19,45.77.12.10,16820,52295465,3109.1,True
f573,10.0.0.5,198.51.100.2,3602810,9708,0.003,False
f574,10.0.0.19,45.77.12.11,21787,42320137,1942.4,True
f575,10.0.0.5,172.217.0.14,1317905,15000,0.011,False
f576,10.0.0.19,45.77.12.11,21900,43095968,1967.9,True
f577,10.0.0.5,104.16.85.20,920615,15151,0.016,False
f578,10.0.0.19,45.77.12.11,15758,44182851,2803.8,True
f579,10.0.0.5,203.0.113.9,3289501,19731,0.006,False
f580,10.0.0.19,45.77.12.12,12655,51307045,4054.3,True
f581,10.0.0.5,142.250.80.14,1492909,13752,0.009,False
f582,10.0.0.19,185.220.101.88,19959,35452931,1776.3,True
f583,10.0.0.5,203.0.113.9,1155195,16015,0.014,False
f584,10.0.0.19,45.77.12.9,14012,39676179,2831.6,True
f585,10.0.0.5,151.101.1.69,4247840,14623,0.003,False
f586,10.0.0.19,45.77.12.10,21275,48232722,2267.1,True
f587,10.0.0.5,172.217.0.14,1476487,10506,0.007,False
f588,10.0.0.19,45.77.12.9,17209,37393872,2172.9,True
f589,10.0.0.5,198.51.100.2,1769831,9079,0.005,False
f590,10.0.0.19,45.77.12.9,17690,28768873,1626.3,True
f591,10.0.0.5,142.250.80.14,3809360,13278,0.003,False
f592,10.0.0.19,45.77.12.10,19623,48503959,2471.8,True
f593,10.0.0.5,203.0.113.9,3651731,17596,0.005,False
f594,10.0.0.19,45.77.12.12,20979,28897588,1377.5,True
f595,10.0.0.5,104.16.85.20,4074723,17384,0.004,False
f596,10.0.0.19,45.77.12.10,17544,45693322,2604.5,True
f597,10.0.0.5,142.250.80.14,3838811,15049,0.004,False
f598,10.0.0.19,45.77.12.11,20235,49639003,2453.1,True
f599,10.0.0.5,198.51.100.2,2491633,13273,0.005,False
f600,10.0.0.19,45.77.12.11,16307,49261691,3020.9,True
f601,10.0.0.5,104.16.85.20,2580445,15112,0.006,False
f602,10.0.0.19,185.220.101.88,19355,47275683,2442.6,True
f603,10.0.0.5,104.16.85.20,3937778,21471,0.005,False
f604,10.0.0.19,45.77.12.12,16258,32462263,1996.7,True
f605,10.0.0.5,172.217.0.14,3777154,13791,0.004,False
f606,10.0.0.19,45.77.12.10,21517,49742490,2311.8,True
f607,10.0.0.5,203.0.113.9,3766949,21593,0.006,False
f608,10.0.0.19,45.77.12.11,15489,40904773,2640.9,True
f609,10.0.0.5,104.16.85.20,1402865,16822,0.012,False
f610,10.0.0.19,45.77.12.11,18612,45284941,2433.1,True
f611,10.0.0.5,172.217.0.14,3154472,17105,0.005,False
f612,10.0.0.19,185.220.101.88,17370,30071341,1731.2,True
f613,10.0.0.5,142.250.80.14,4432217,16423,0.004,False
f614,10.0.0.19,185.220.101.88,19063,44146683,2315.8,True
f615,10.0.0.5,198.51.100.2,3900093,14200,0.004,False
f616,10.0.0.19,45.77.12.10,12929,53480287,4136.5,True
f617,10.0.0.5,104.16.85.20,1148758,14464,0.013,False
f618,10.0.0.19,185.220.101.88,12093,46231251,3823.0,True
f619,10.0.0.5,151.101.1.69,2541634,17559,0.007,False
f620,10.0.0.19,185.220.101.88,16285,40520249,2488.2,True
f621,10.0.0.5,203.0.113.9,1150972,18870,0.016,False
f622,10.0.0.19,45.77.12.10,14600,37509443,2569.1,True
f623,10.0.0.5,151.101.1.69,2723064,10163,0.004,False
f624,10.0.0.19,185.220.101.88,21722,33177538,1527.4,True
f625,10.0.0.5,151.101.1.69,2110140,11802,0.006,False
f626,10.0.0.19,45.77.12.10,19194,31540034,1643.2,True
f627,10.0.0.5,203.0.113.9,4378435,9138,0.002,False
f628,10.0.0.19,45.77.12.10,18031,48549927,2692.6,True
