flow_id,src_ip,dst_ip,bytes_in,bytes_out,ratio_out_in,is_attack
f00662,192.168.1.45,45.77.12.11,1810,5472025,3023.22,True
f00808,192.168.1.19,91.108.4.182,13832,44828293,3240.91,True
f00729,192.168.1.19,45.77.12.12,1968,9767240,4963.03,True
f00352,192.168.1.55,13.107.21.200,30171309,31306,0.001,False
f00403,192.168.1.188,13.107.21.200,40300396,53713,0.0013,False
f01189,192.168.1.120,91.108.4.182,10791,21828207,2022.82,True
f00263,192.168.1.217,13.107.21.200,38964634,70147,0.0018,False
f00581,192.168.1.104,198.51.100.2,23048094,38968,0.0017,False
f00422,192.168.1.103,142.250.80.14,488120,5145,0.0105,False
f00942,192.168.1.120,45.77.12.12,6856,30233096,4409.73,True
f00065,192.168.1.79,203.0.113.9,279458,9352,0.0335,False
f00293,192.168.1.76,203.0.113.9,131528415,82024,0.0006,False
f00481,192.168.1.189,198.51.100.2,15428573,21930,0.0014,False
f00867,192.168.1.89,45.77.12.12,6725,44775215,6658.02,True
f00812,192.168.1.33,45.77.12.9,11109,36630869,3297.4,True
f00450,192.168.1.73,203.0.113.9,26331671,60749,0.0023,False
f01021,192.168.1.89,194.26.29.112,14719,24013542,1631.47,True
f00219,192.168.1.45,142.250.80.14,68556560,75321,0.0011,False
f00376,192.168.1.121,151.101.1.69,132064808,32682,0.0002,False
f00258,192.168.1.181,104.16.85.20,6319137,40273,0.0064,False
f00899,192.168.1.89,45.77.12.11,3604,8095950,2246.38,True
f00815,192.168.1.19,45.77.12.9,19410,90891843,4682.73,True
f00886,192.168.1.204,45.77.12.10,11476,14288341,1245.06,True
f00839,192.168.1.33,91.108.4.182,22193,85824180,3867.17,True
f00262,192.168.1.56,13.107.21.200,6600268,25990,0.0039,False
f00904,192.168.1.204,185.220.101.88,13407,89480118,6674.13,True
f00891,192.168.1.204,45.77.12.10,3324,7609913,2289.38,True
f00040,192.168.1.113,13.107.21.200,14621247,53145,0.0036,False
f01137,192.168.1.33,91.108.4.182,13295,86748691,6524.91,True
f00357,192.168.1.110,198.51.100.2,1490359,4074,0.0027,False
f00692,192.168.1.204,185.220.101.88,14468,23469594,1622.17,True
f00668,192.168.1.19,45.77.12.10,1001,13952549,13938.61,True
f01164,192.168.1.33,45.77.12.11,2421,4520830,1867.34,True
f00136,192.168.1.19,13.107.21.200,38112120,20130,0.0005,False
f00456,192.168.1.10,104.16.85.20,887293,13039,0.0147,False
f00032,192.168.1.107,172.217.0.14,1108330,16092,0.0145,False
f00453,192.168.1.33,151.101.1.69,1316011,17921,0.0136,False
f00093,192.168.1.44,198.51.100.2,1326504,16627,0.0125,False
f00261,192.168.1.135,198.51.100.2,857316,5668,0.0066,False
f00675,192.168.1.204,185.220.101.88,13040,14938409,1145.58,True
f00359,192.168.1.189,203.0.113.9,750239,10578,0.0141,False
f00687,192.168.1.204,45.77.12.9,11652,28867968,2477.51,True
f00321,192.168.1.85,198.51.100.2,37964695,84134,0.0022,False
f00462,192.168.1.148,151.101.1.69,100030972,36845,0.0004,False
f00911,192.168.1.89,45.77.12.11,11876,22774217,1917.67,True
f01150,192.168.1.204,185.220.101.88,11652,109335760,9383.43,True
f00833,192.168.1.45,185.220.101.88,10129,19721900,1947.07,True
f00635,192.168.1.19,45.77.12.12,1302,4614962,3544.52,True
f00271,192.168.1.140,104.16.85.20,847428,15102,0.0178,False
f00108,192.168.1.64,203.0.113.9,38347927,44279,0.0012,False
f00224,192.168.1.193,104.16.85.20,831871,8209,0.0099,False
f00600,192.168.1.49,151.101.1.69,43544595,59897,0.0014,False
f01009,192.168.1.89,45.77.12.11,11238,32501120,2892.07,True
f00330,192.168.1.105,203.0.113.9,30438492,59478,0.002,False
f00296,192.168.1.170,151.101.1.69,20978918,33230,0.0016,False
f01077,192.168.1.45,185.220.101.88,3536,11497283,3251.49,True
f00779,192.168.1.204,45.77.12.10,1579,7133049,4517.45,True
f00448,192.168.1.170,142.250.80.14,959440,5417,0.0056,False
f00021,192.168.1.22,151.101.1.69,645812,7080,0.011,False
f00651,192.168.1.33,194.26.29.112,3975,11424070,2873.98,True
f00770,192.168.1.45,45.77.12.11,7877,28573394,3627.45,True
f00703,192.168.1.89,194.26.29.112,23648,81366959,3440.75,True
f01038,192.168.1.120,45.77.12.11,2315,9419796,4069.03,True
f01051,192.168.1.120,45.77.12.10,8259,53609683,6491.06,True
f00795,192.168.1.33,45.77.12.10,9884,27626763,2795.1,True
f00991,192.168.1.120,45.77.12.11,10647,24823703,2331.52,True
f00412,192.168.1.107,142.250.80.14,1177323,15653,0.0133,False
f00945,192.168.1.120,91.108.4.182,12334,26176538,2122.31,True
f00765,192.168.1.45,45.77.12.9,5054,42357166,8380.92,True
f00621,192.168.1.204,45.77.12.11,7124,41975071,5892.06,True
f00979,192.168.1.19,91.108.4.182,19843,74090901,3733.86,True
f00340,192.168.1.179,198.51.100.2,1292201,12345,0.0096,False
f00225,192.168.1.53,198.51.100.2,1169268,16566,0.0142,False
f00064,192.168.1.126,142.250.80.14,29234088,17245,0.0006,False
f00084,192.168.1.124,203.0.113.9,1356298,16376,0.0121,False
f00041,192.168.1.67,142.250.80.14,107725437,51243,0.0005,False
f00011,192.168.1.137,104.16.85.20,30194970,59688,0.002,False
f01000,192.168.1.120,194.26.29.112,2528,4376313,1731.14,True
f01107,192.168.1.45,185.220.101.88,5545,44812776,8081.65,True
f00043,192.168.1.97,172.217.0.14,114737720,33686,0.0003,False
f00694,192.168.1.33,45.77.12.9,7691,36981689,4808.44,True
f00477,192.168.1.174,142.250.80.14,145879178,94529,0.0006,False
f00421,192.168.1.182,104.16.85.20,41619737,34106,0.0008,False
f00754,192.168.1.19,45.77.12.11,8512,35499855,4170.57,True
f00954,192.168.1.204,185.220.101.88,2055,3656046,1779.1,True
f00863,192.168.1.89,185.220.101.88,15271,87940006,5758.63,True
f00544,192.168.1.135,104.16.85.20,121573993,48240,0.0004,False
f00955,192.168.1.45,45.77.12.12,12723,47624911,3743.21,True
f00822,192.168.1.89,45.77.12.10,21026,79705347,3790.8,True
f00999,192.168.1.120,185.220.101.88,19612,111018916,5660.76,True
f00459,192.168.1.152,104.16.85.20,35895362,30772,0.0009,False
f00724,192.168.1.89,185.220.101.88,2428,6222899,2562.97,True
f00721,192.168.1.33,45.77.12.11,1131,13112951,11594.12,True
f00215,192.168.1.175,104.16.85.20,101598270,38380,0.0004,False
f01162,192.168.1.45,45.77.12.10,9527,36431270,3824.0,True
f00197,192.168.1.187,203.0.113.9,12677103,57145,0.0045,False
f01176,192.168.1.33,185.220.101.88,5295,20698328,3909.03,True
f00171,192.168.1.175,198.51.100.2,776317,8698,0.0112,False
f00715,192.168.1.45,45.77.12.12,3286,10031064,3052.67,True
f00494,192.168.1.51,198.51.100.2,1196879,16586,0.0139,False
f00719,192.168.1.204,91.108.4.182,11003,81228786,7382.42,True
f00288,192.168.1.82,142.250.80.14,61457320,38812,0.0006,False
f01131,192.168.1.120,45.77.12.10,16954,51409833,3032.31,True
f01146,192.168.1.89,45.77.12.10,2675,5772280,2157.86,True
f01161,192.168.1.120,45.77.12.12,11623,35352828,3041.63,True
f01195,192.168.1.120,185.220.101.88,12369,31966318,2584.39,True
f00139,192.168.1.156,13.107.21.200,126183401,43251,0.0003,False
f00896,192.168.1.204,185.220.101.88,19095,114128123,5976.86,True
f00751,192.168.1.120,91.108.4.182,15235,62684282,4114.49,True
f00545,192.168.1.155,151.101.1.69,85092095,83212,0.001,False
f01181,192.168.1.120,185.220.101.88,17475,41148031,2354.68,True
f00476,192.168.1.209,203.0.113.9,512405,10210,0.0199,False
f00401,192.168.1.202,151.101.1.69,1359387,12855,0.0095,False
f00112,192.168.1.38,142.250.80.14,710620,5522,0.0078,False
f00009,192.168.1.214,13.107.21.200,149416566,58278,0.0004,False
f00474,192.168.1.41,142.250.80.14,14365032,46940,0.0033,False
f00768,192.168.1.120,45.77.12.12,11496,72637300,6318.48,True
f00343,192.168.1.73,142.250.80.14,32781125,35679,0.0011,False
f00752,192.168.1.204,45.77.12.11,1630,9377445,5753.03,True
f00575,192.168.1.22,142.250.80.14,5446251,29040,0.0053,False
f00825,192.168.1.120,194.26.29.112,20610,110163578,5345.15,True
f00156,192.168.1.133,13.107.21.200,1461237,12817,0.0088,False
f00585,192.168.1.103,203.0.113.9,11488147,15659,0.0014,False
f00939,192.168.1.89,91.108.4.182,8685,82664565,9518.08,True
f01132,192.168.1.45,45.77.12.9,6402,38247489,5974.3,True
f01083,192.168.1.120,45.77.12.12,24612,76367885,3102.87,True
f01079,192.168.1.204,45.77.12.11,9769,30872849,3160.29,True
f01112,192.168.1.89,45.77.12.11,3456,4009214,1160.07,True
f00123,192.168.1.140,198.51.100.2,19144068,17683,0.0009,False
f00993,192.168.1.33,45.77.12.10,11054,42302905,3826.93,True
f01102,192.168.1.33,45.77.12.9,9523,39597428,4158.08,True
f00501,192.168.1.87,142.250.80.14,591202,6693,0.0113,False
f00237,192.168.1.187,151.101.1.69,917254,7220,0.0079,False
f00617,192.168.1.33,45.77.12.9,1320,6274152,4753.15,True
f00468,192.168.1.175,172.217.0.14,25505341,19078,0.0007,False
f00550,192.168.1.195,203.0.113.9,124155409,52865,0.0004,False
f00609,192.168.1.33,91.108.4.182,3965,10651291,2686.33,True
f00388,192.168.1.65,203.0.113.9,1177837,5734,0.0049,False
f01006,192.168.1.204,45.77.12.12,2986,13438441,4500.48,True
f00782,192.168.1.120,194.26.29.112,6753,23177990,3432.25,True
f00726,192.168.1.89,45.77.12.9,2286,12545374,5487.92,True
f01198,192.168.1.33,45.77.12.12,10450,38251767,3660.46,True
f00470,192.168.1.99,13.107.21.200,1284435,17640,0.0137,False
f00737,192.168.1.45,45.77.12.11,22539,65590772,2910.1,True
f00927,192.168.1.204,185.220.101.88,10524,47641144,4526.9,True
f00686,192.168.1.19,45.77.12.12,13303,71427511,5369.28,True
f00230,192.168.1.58,13.107.21.200,68744644,38839,0.0006,False
f00113,192.168.1.108,198.51.100.2,1389396,8646,0.0062,False
f00702,192.168.1.33,185.220.101.88,9685,74017279,7642.47,True
f00580,192.168.1.176,104.16.85.20,65980478,30598,0.0005,False
f01036,192.168.1.33,45.77.12.11,16208,60526949,3734.39,True
f01185,192.168.1.204,45.77.12.12,1120,5690811,5081.08,True
f00007,192.168.1.216,13.107.21.200,349801,15229,0.0435,False
f00482,192.168.1.153,203.0.113.9,124290387,45543,0.0004,False
f00850,192.168.1.204,91.108.4.182,2136,12730649,5960.04,True
f00569,192.168.1.40,198.51.100.2,468270,10455,0.0223,False
f00072,192.168.1.150,142.250.80.14,114187456,93604,0.0008,False
f00734,192.168.1.33,45.77.12.12,9095,109195073,12006.06,True
f01010,192.168.1.89,45.77.12.9,23708,76112943,3210.43,True
f00437,192.168.1.206,198.51.100.2,18677964,38786,0.0021,False
f00361,192.168.1.180,13.107.21.200,32658105,33114,0.001,False
f00508,192.168.1.207,13.107.21.200,32059404,25309,0.0008,False
f00240,192.168.1.18,142.250.80.14,63753697,66822,0.001,False
f00676,192.168.1.204,45.77.12.10,19626,88849953,4527.16,True
f01158,192.168.1.89,45.77.12.11,15512,110006217,7091.68,True
f00869,192.168.1.120,45.77.12.12,12650,41112241,3249.98,True
f01061,192.168.1.33,45.77.12.10,3812,5252454,1377.87,True
f00282,192.168.1.46,198.51.100.2,8747519,58549,0.0067,False
f00051,192.168.1.210,151.101.1.69,10206433,21102,0.0021,False
f00165,192.168.1.44,172.217.0.14,1050748,5250,0.005,False
f00170,192.168.1.29,198.51.100.2,1157722,11587,0.01,False
f00322,192.168.1.148,172.217.0.14,131900667,74488,0.0006,False
f00769,192.168.1.89,45.77.12.12,12030,29322600,2437.46,True
f00895,192.168.1.33,45.77.12.10,5205,34559742,6639.72,True
f00054,192.168.1.207,104.16.85.20,68506944,90947,0.0013,False
f00250,192.168.1.71,198.51.100.2,108761836,55577,0.0005,False
f00712,192.168.1.204,45.77.12.11,2863,14326154,5003.9,True
f00851,192.168.1.204,45.77.12.10,1717,5730961,3337.78,True
f00387,192.168.1.63,172.217.0.14,131380969,93880,0.0007,False
f01020,192.168.1.89,185.220.101.88,6720,13221888,1967.54,True
f00546,192.168.1.193,198.51.100.2,28510157,93631,0.0033,False
f00305,192.168.1.141,104.16.85.20,128760512,29048,0.0002,False
f01060,192.168.1.33,185.220.101.88,10771,41592893,3861.56,True
f00593,192.168.1.49,142.250.80.14,389358,9418,0.0242,False
f01178,192.168.1.204,45.77.12.11,3001,3105517,1034.83,True
f00369,192.168.1.143,172.217.0.14,18909931,37968,0.002,False
f00963,192.168.1.204,45.77.12.12,3469,11008049,3173.26,True
f00538,192.168.1.190,142.250.80.14,18453939,27827,0.0015,False
f00332,192.168.1.93,172.217.0.14,1471630,15134,0.0103,False
f00710,192.168.1.89,185.220.101.88,2174,10902691,5015.04,True
f01127,192.168.1.120,45.77.12.12,5652,13181986,2332.27,True
f00841,192.168.1.45,45.77.12.9,14629,42720283,2920.25,True
f00232,192.168.1.93,13.107.21.200,722232,14050,0.0195,False
f01081,192.168.1.89,45.77.12.10,9505,42591867,4481.0,True
f01070,192.168.1.33,45.77.12.11,14680,74235092,5056.89,True
f00023,192.168.1.42,13.107.21.200,1007605,16420,0.0163,False
f00308,192.168.1.182,151.101.1.69,1117658,7209,0.0065,False
f00458,192.168.1.136,13.107.21.200,43433385,53656,0.0012,False
f00727,192.168.1.33,45.77.12.10,1802,2658108,1475.09,True
f00438,192.168.1.189,198.51.100.2,972724,11116,0.0114,False
f00243,192.168.1.178,142.250.80.14,30147822,33153,0.0011,False
f01111,192.168.1.204,45.77.12.12,8768,22225465,2534.84,True
f00629,192.168.1.33,91.108.4.182,8261,24920804,3016.68,True
f00467,192.168.1.159,203.0.113.9,69713682,63086,0.0009,False
f00693,192.168.1.33,91.108.4.182,2481,8464562,3411.75,True
f00699,192.168.1.19,45.77.12.12,20564,54718994,2660.91,True
f00061,192.168.1.108,13.107.21.200,260090,17812,0.0685,False
f00441,192.168.1.63,13.107.21.200,1493514,4065,0.0027,False
f00471,192.168.1.38,13.107.21.200,11293261,50269,0.0045,False
f01116,192.168.1.120,45.77.12.9,3185,10367145,3254.99,True
f00087,192.168.1.213,203.0.113.9,17457426,49726,0.0028,False
f00217,192.168.1.164,203.0.113.9,92921348,60085,0.0006,False
f00272,192.168.1.62,142.250.80.14,661925,7920,0.012,False
f00733,192.168.1.89,194.26.29.112,1420,9348941,6583.76,True
f00567,192.168.1.68,151.101.1.69,26367628,17304,0.0007,False
f00088,192.168.1.71,172.217.0.14,27703782,35413,0.0013,False
f01054,192.168.1.204,45.77.12.12,2991,8435812,2820.4,True
f00107,192.168.1.92,151.101.1.69,12709978,27006,0.0021,False
f00510,192.168.1.154,172.217.0.14,26850058,18566,0.0007,False
f00318,192.168.1.83,198.51.100.2,13161210,41850,0.0032,False
f00526,192.168.1.136,142.250.80.14,1358866,15481,0.0114,False
f00185,192.168.1.29,104.16.85.20,132016843,73376,0.0006,False
f00380,192.168.1.112,151.101.1.69,19462402,46509,0.0024,False
f00583,192.168.1.55,142.250.80.14,132677184,46890,0.0004,False
f00418,192.168.1.29,142.250.80.14,38177140,15487,0.0004,False
f00638,192.168.1.204,91.108.4.182,13041,23178281,1777.34,True
f00345,192.168.1.103,172.217.0.14,387528,8983,0.0232,False
f00626,192.168.1.204,185.220.101.88,17616,74443683,4225.91,True
f00772,192.168.1.45,45.77.12.11,8346,30089288,3605.23,True
f00994,192.168.1.45,45.77.12.11,6413,35687595,5564.88,True
f00744,192.168.1.204,45.77.12.10,10640,19922259,1872.39,True
f00012,192.168.1.202,172.217.0.14,629284,9757,0.0155,False
f00844,192.168.1.45,91.108.4.182,1857,2834919,1526.61,True
f00220,192.168.1.103,198.51.100.2,33945366,51524,0.0015,False
f00900,192.168.1.19,45.77.12.10,14950,30805532,2060.57,True
f00333,192.168.1.82,203.0.113.9,5452660,37244,0.0068,False
f01113,192.168.1.89,45.77.12.9,3466,10759964,3104.43,True
f00042,192.168.1.184,142.250.80.14,42124815,43176,0.001,False
f00463,192.168.1.164,151.101.1.69,28443854,39062,0.0014,False
f00588,192.168.1.20,13.107.21.200,22943594,30593,0.0013,False
f00625,192.168.1.19,91.108.4.182,14901,114296800,7670.41,True
f00558,192.168.1.88,203.0.113.9,94681952,84674,0.0009,False
f00725,192.168.1.204,45.77.12.11,10517,40809866,3880.37,True
f00878,192.168.1.33,45.77.12.9,24104,117938466,4892.9,True
f00005,192.168.1.69,151.101.1.69,36870919,21794,0.0006,False
f00245,192.168.1.186,203.0.113.9,148708853,91197,0.0006,False
f00594,192.168.1.196,142.250.80.14,803524,5347,0.0067,False
f00278,192.168.1.31,151.101.1.69,818585,17141,0.0209,False
f01197,192.168.1.45,185.220.101.88,2970,10260380,3454.67,True
f00792,192.168.1.45,185.220.101.88,11515,40039940,3477.2,True
f00577,192.168.1.182,13.107.21.200,43516074,35356,0.0008,False
f00079,192.168.1.27,104.16.85.20,7979756,56973,0.0071,False
f00933,192.168.1.19,91.108.4.182,19804,54786744,2766.45,True
f00776,192.168.1.33,185.220.101.88,1850,4704038,2542.72,True
f00396,192.168.1.70,13.107.21.200,52612934,47993,0.0009,False
f00014,192.168.1.183,198.51.100.2,1015227,7600,0.0075,False
f00741,192.168.1.204,45.77.12.10,10324,38402321,3719.71,True
f00666,192.168.1.33,185.220.101.88,16250,50927970,3134.03,True
f00432,192.168.1.27,104.16.85.20,75155278,63896,0.0009,False
f00101,192.168.1.172,151.101.1.69,107221118,82529,0.0008,False
f00515,192.168.1.25,203.0.113.9,1305138,16062,0.0123,False
f00158,192.168.1.39,13.107.21.200,756530,16094,0.0213,False
f01071,192.168.1.19,45.77.12.9,8810,107865781,12243.56,True
f00337,192.168.1.177,13.107.21.200,563160,4300,0.0076,False
f00584,192.168.1.153,203.0.113.9,48441224,84535,0.0017,False
f00055,192.168.1.44,142.250.80.14,43758833,24412,0.0006,False
f00604,192.168.1.120,45.77.12.10,10407,22502611,2162.26,True
f01072,192.168.1.33,45.77.12.9,17519,41649756,2377.4,True
f01068,192.168.1.45,45.77.12.10,1138,12508918,10992.02,True
f00990,192.168.1.89,185.220.101.88,11319,37516338,3314.46,True
f00048,192.168.1.143,151.101.1.69,1425445,8819,0.0062,False
f00821,192.168.1.33,45.77.12.9,7369,24298370,3297.38,True
f00957,192.168.1.19,194.26.29.112,13513,51292065,3795.76,True
f00498,192.168.1.146,142.250.80.14,118336231,85729,0.0007,False
f00294,192.168.1.212,203.0.113.9,38587653,40068,0.001,False
f00342,192.168.1.51,198.51.100.2,24877863,30414,0.0012,False
f00553,192.168.1.211,198.51.100.2,581762,8195,0.0141,False
f00644,192.168.1.120,45.77.12.9,13794,58166132,4216.77,True
f01133,192.168.1.33,194.26.29.112,1832,13076749,7137.96,True
f00671,192.168.1.89,45.77.12.12,1258,10470440,8323.08,True
f00747,192.168.1.204,45.77.12.9,12062,18181408,1507.33,True
f00056,192.168.1.168,104.16.85.20,1344935,5927,0.0044,False
f01063,192.168.1.204,194.26.29.112,16559,48346473,2919.65,True
f00315,192.168.1.212,151.101.1.69,86500203,83495,0.001,False
f00742,192.168.1.33,45.77.12.12,21800,55806895,2559.95,True
f00537,192.168.1.48,172.217.0.14,33833413,68656,0.002,False
f00255,192.168.1.27,203.0.113.9,1365511,13859,0.0101,False
f01136,192.168.1.33,185.220.101.88,2956,9952980,3367.04,True
f01163,192.168.1.204,194.26.29.112,3119,11387481,3651.0,True
f00582,192.168.1.53,172.217.0.14,18681022,41359,0.0022,False
f00925,192.168.1.33,45.77.12.12,7402,43031693,5813.52,True
f00356,192.168.1.155,104.16.85.20,126577558,79356,0.0006,False
