src_ip,dst_ip,unique_dst_ports,scan_duration_s,is_attack
192.168.1.109,10.0.0.7,2,0.55,False
192.168.1.42,10.0.0.8,1,0.55,False
192.168.1.63,10.0.0.7,1,2.29,False
194.26.29.112,10.0.0.8,241,53.23,True
91.108.4.182,10.0.0.8,342,1.22,True
192.168.1.90,10.0.0.8,108,1.11,True
192.168.1.139,10.0.0.5,1,1.17,False
192.168.1.210,10.0.0.6,1,1.0,False
192.168.1.111,10.0.10.20,2,0.89,False
192.168.1.216,10.0.0.5,3,0.22,False
192.168.1.142,10.0.0.6,1,0.78,False
192.168.1.19,10.0.0.5,2,0.26,False
192.168.1.13,10.0.0.7,6,2.49,False
192.168.1.33,10.0.0.6,1,0.51,False
192.168.1.47,10.0.20.50,1,0.1,False
91.108.4.182,10.0.10.20,235,15.93,True
192.168.1.166,10.0.0.6,1,2.24,False
91.108.4.182,10.0.0.8,53445,29.91,True
192.168.1.69,10.0.20.50,1,2.48,False
192.168.1.90,10.0.20.50,130,42.22,True
45.154.255.88,10.0.0.5,29894,22.76,True
45.154.255.88,10.0.0.7,62457,28.48,True
194.26.29.112,10.0.10.20,64535,26.1,True
185.220.101.15,10.0.0.7,33751,19.06,True
192.168.1.195,10.0.0.8,2,0.21,False
192.168.1.32,10.0.0.8,2,1.22,False
192.168.1.58,10.0.0.8,1,0.72,False
192.168.1.74,10.0.0.6,1,1.71,False
91.108.4.182,10.0.0.5,66,46.76,True
45.154.255.88,10.0.20.50,179,23.65,True
45.154.255.88,10.0.20.50,207,0.98,True
45.154.255.88,10.0.0.6,53745,15.56,True
192.168.1.77,10.0.0.8,137,1.89,True
192.168.1.90,10.0.0.7,940,4.55,True
45.154.255.88,10.0.0.8,983,4.79,True
192.168.1.90,10.0.0.7,493,0.57,True
45.154.255.88,10.0.0.8,49631,33.78,True
192.168.1.70,10.0.0.7,1,2.04,False
192.168.1.64,10.0.0.8,1,2.16,False
185.220.101.15,10.0.20.50,235,53.41,True
192.168.1.77,10.0.0.6,229,37.63,True
192.168.1.77,10.0.0.7,167,39.76,True
91.108.4.182,10.0.0.7,877,3.55,True
192.168.1.78,10.0.0.6,2,1.59,False
91.108.4.182,10.0.0.5,90,55.43,True
192.168.1.90,10.0.0.8,901,2.99,True
185.220.101.15,10.0.0.5,908,6.37,True
192.168.1.162,10.0.0.5,4,0.88,False
45.154.255.88,10.0.0.5,250,0.81,True
91.108.4.182,10.0.0.7,44602,11.82,True
45.154.255.88,10.0.0.8,145,1.04,True
45.154.255.88,10.0.0.6,8775,22.97,True
192.168.1.50,10.0.20.50,2,1.4,False
192.168.1.130,10.0.10.20,2,0.27,False
192.168.1.174,10.0.20.50,1,0.69,False
192.168.1.117,10.0.0.6,2,2.5,False
192.168.1.215,10.0.0.8,1,1.18,False
192.168.1.182,10.0.0.6,4,1.18,False
192.168.1.133,10.0.20.50,5,2.46,False
192.168.1.118,10.0.0.6,5,0.28,False
192.168.1.77,10.0.20.50,159,56.94,True
185.220.101.15,10.0.20.50,108,30.16,True
185.220.101.15,10.0.0.5,160,1.85,True
194.26.29.112,10.0.0.6,324,1.41,True
192.168.1.98,10.0.10.20,1,0.94,False
192.168.1.167,10.0.20.50,2,0.92,False
192.168.1.123,10.0.0.8,1,0.88,False
192.168.1.133,10.0.0.5,3,1.76,False
45.154.255.88,10.0.0.5,34574,33.27,True
194.26.29.112,10.0.0.6,181,0.82,True
91.108.4.182,10.0.0.5,875,6.0,True
45.154.255.88,10.0.0.5,390,1.94,True
192.168.1.148,10.0.0.7,4,0.26,False
192.168.1.88,10.0.10.20,3,1.94,False
185.220.101.15,10.0.0.5,235,1.43,True
192.168.1.114,10.0.0.7,2,1.64,False
45.154.255.88,10.0.0.7,64686,13.3,True
192.168.1.90,10.0.20.50,175,52.56,True
91.108.4.182,10.0.20.50,214,0.97,True
45.154.255.88,10.0.20.50,916,5.27,True
91.108.4.182,10.0.0.7,56,16.31,True
91.108.4.182,10.0.20.50,903,4.24,True
194.26.29.112,10.0.10.20,853,5.77,True
192.168.1.90,10.0.20.50,176,1.74,True
192.168.1.131,10.0.0.6,3,2.49,False
192.168.1.77,10.0.0.8,375,1.87,True
192.168.1.215,10.0.10.20,5,1.18,False
185.220.101.15,10.0.20.50,452,1.67,True
192.168.1.98,10.0.0.8,3,1.22,False
192.168.1.34,10.0.20.50,1,1.84,False
192.168.1.12,10.0.0.8,2,1.79,False
91.108.4.182,10.0.10.20,207,1.83,True
45.154.255.88,10.0.20.50,165,0.53,True
45.154.255.88,10.0.0.5,411,1.38,True
185.220.101.15,10.0.0.5,892,5.75,True
192.168.1.47,10.0.0.7,1,0.28,False
192.168.1.46,10.0.0.6,1,2.21,False
192.168.1.122,10.0.10.20,2,0.51,False
185.220.101.15,10.0.0.7,865,5.34,True
192.168.1.103,10.0.0.7,1,2.08,False
192.168.1.106,10.0.10.20,3,1.2,False
192.168.1.55,10.0.0.7,3,1.53,False
192.168.1.17,10.0.0.6,2,1.26,False
192.168.1.83,10.0.20.50,1,0.5,False
91.108.4.182,10.0.10.20,955,3.69,True
192.168.1.138,10.0.0.7,2,0.12,False
192.168.1.100,10.0.0.5,1,1.04,False
185.220.101.15,10.0.0.5,21047,9.23,True
194.26.29.112,10.0.0.5,316,1.76,True
192.168.1.11,10.0.0.5,3,0.64,False
91.108.4.182,10.0.10.20,377,0.77,True
185.220.101.15,10.0.20.50,947,3.62,True
192.168.1.58,10.0.0.8,2,1.44,False
194.26.29.112,10.0.20.50,950,5.72,True
192.168.1.48,10.0.0.8,5,0.53,False
192.168.1.90,10.0.0.6,903,5.05,True
185.220.101.15,10.0.0.6,974,5.15,True
194.26.29.112,10.0.0.6,924,5.55,True
192.168.1.77,10.0.20.50,43577,34.56,True
192.168.1.29,10.0.0.7,2,0.11,False
192.168.1.82,10.0.20.50,2,0.98,False
192.168.1.90,10.0.0.5,907,3.15,True
45.154.255.88,10.0.20.50,879,3.96,True
192.168.1.90,10.0.0.7,37219,29.59,True
45.154.255.88,10.0.10.20,965,2.87,True
192.168.1.69,10.0.10.20,3,1.31,False
192.168.1.115,10.0.0.7,1,0.39,False
185.220.101.15,10.0.0.5,918,5.42,True
91.108.4.182,10.0.10.20,277,1.88,True
192.168.1.132,10.0.0.8,1,0.52,False
192.168.1.38,10.0.0.5,1,2.47,False
91.108.4.182,10.0.0.6,33196,28.59,True
194.26.29.112,10.0.0.8,977,4.42,True
192.168.1.81,10.0.0.8,5,2.2,False
192.168.1.175,10.0.0.5,1,0.56,False
192.168.1.77,10.0.20.50,60065,22.11,True
192.168.1.137,10.0.0.7,1,0.28,False
192.168.1.119,10.0.10.20,3,2.43,False
192.168.1.118,10.0.10.20,2,0.5,False
192.168.1.179,10.0.0.5,4,1.2,False
91.108.4.182,10.0.10.20,34408,34.8,True
192.168.1.93,10.0.0.8,1,1.17,False
45.154.255.88,10.0.20.50,200,53.1,True
192.168.1.143,10.0.0.7,1,1.88,False
192.168.1.210,10.0.0.5,2,0.17,False
192.168.1.155,10.0.0.8,1,2.12,False
91.108.4.182,10.0.0.5,56,58.48,True
192.168.1.66,10.0.0.7,1,1.17,False
192.168.1.42,10.0.10.20,1,2.06,False
192.168.1.77,10.0.20.50,178,0.94,True
192.168.1.113,10.0.0.6,1,2.27,False
192.168.1.205,10.0.0.5,2,2.26,False
192.168.1.84,10.0.0.5,2,2.12,False
192.168.1.118,10.0.0.5,5,1.77,False
194.26.29.112,10.0.20.50,73,56.34,True
192.168.1.132,10.0.20.50,2,0.58,False
192.168.1.78,10.0.0.8,4,0.23,False
91.108.4.182,10.0.20.50,70,25.51,True
192.168.1.158,10.0.0.6,2,0.43,False
192.168.1.77,10.0.0.8,894,4.96,True
185.220.101.15,10.0.10.20,185,42.9,True
192.168.1.150,10.0.20.50,2,1.34,False
192.168.1.29,10.0.0.5,4,0.44,False
45.154.255.88,10.0.20.50,388,0.76,True
185.220.101.15,10.0.0.6,17436,31.05,True
192.168.1.37,10.0.0.7,3,1.07,False
192.168.1.77,10.0.0.5,32246,28.15,True
192.168.1.87,10.0.20.50,5,1.31,False
192.168.1.58,10.0.0.6,1,2.05,False
192.168.1.82,10.0.20.50,3,2.05,False
192.168.1.77,10.0.0.7,155,35.38,True
192.168.1.41,10.0.0.5,2,0.74,False
194.26.29.112,10.0.0.5,383,1.69,True
194.26.29.112,10.0.0.8,63650,18.3,True
45.154.255.88,10.0.20.50,928,6.18,True
185.220.101.15,10.0.0.6,286,1.6,True
192.168.1.81,10.0.10.20,1,0.55,False
194.26.29.112,10.0.0.5,186,0.54,True
192.168.1.171,10.0.20.50,2,0.41,False
192.168.1.10,10.0.0.7,2,0.73,False
192.168.1.105,10.0.0.8,1,1.76,False
192.168.1.70,10.0.0.5,5,0.29,False
91.108.4.182,10.0.0.8,411,0.58,True
192.168.1.219,10.0.0.6,1,1.37,False
192.168.1.77,10.0.0.5,41711,10.95,True
192.168.1.191,10.0.0.5,3,0.37,False
45.154.255.88,10.0.0.7,233,30.6,True
192.168.1.208,10.0.0.7,2,1.75,False
192.168.1.75,10.0.0.6,1,1.75,False
192.168.1.90,10.0.0.7,25200,11.85,True
192.168.1.77,10.0.20.50,178,1.95,True
192.168.1.104,10.0.10.20,1,2.44,False
45.154.255.88,10.0.10.20,448,1.86,True
192.168.1.162,10.0.20.50,1,0.76,False
192.168.1.92,10.0.0.6,5,1.87,False
194.26.29.112,10.0.0.6,17104,30.48,True
194.26.29.112,10.0.0.5,919,4.25,True
192.168.1.132,10.0.0.7,2,0.05,False
192.168.1.38,10.0.10.20,1,2.36,False
192.168.1.26,10.0.0.5,1,0.86,False
192.168.1.90,10.0.0.7,108,38.28,True
192.168.1.134,10.0.10.20,1,0.8,False
185.220.101.15,10.0.20.50,193,17.72,True
192.168.1.198,10.0.0.8,1,0.74,False
192.168.1.77,10.0.0.7,359,1.86,True
192.168.1.186,10.0.0.8,4,1.63,False
45.154.255.88,10.0.0.7,210,46.46,True
192.168.1.13,10.0.0.8,1,1.88,False
194.26.29.112,10.0.0.6,19744,16.74,True
192.168.1.220,10.0.0.8,3,2.11,False
192.168.1.102,10.0.20.50,1,1.08,False
192.168.1.90,10.0.0.6,131,1.5,True
185.220.101.15,10.0.0.5,864,5.42,True
91.108.4.182,10.0.20.50,476,0.9,True
45.154.255.88,10.0.0.5,495,0.69,True
192.168.1.90,10.0.0.5,26237,18.28,True
194.26.29.112,10.0.20.50,145,1.01,True
192.168.1.13,10.0.10.20,1,0.52,False
192.168.1.89,10.0.0.5,2,1.86,False
192.168.1.150,10.0.0.7,2,0.57,False
192.168.1.90,10.0.20.50,168,39.89,True
185.220.101.15,10.0.0.8,249,1.1,True
91.108.4.182,10.0.10.20,492,1.13,True
192.168.1.77,10.0.20.50,996,5.64,True
192.168.1.120,10.0.20.50,2,0.26,False
192.168.1.77,10.0.0.5,35513,22.32,True
192.168.1.24,10.0.0.8,2,0.49,False
192.168.1.90,10.0.10.20,49212,14.93,True
192.168.1.61,10.0.0.6,3,0.48,False
192.168.1.29,10.0.0.5,2,1.53,False
192.168.1.17,10.0.0.5,4,1.2,False
192.168.1.109,10.0.0.8,1,0.64,False
194.26.29.112,10.0.20.50,218,0.58,True
91.108.4.182,10.0.20.50,897,5.69,True
192.168.1.139,10.0.10.20,1,0.12,False
192.168.1.189,10.0.0.5,2,0.8,False
192.168.1.215,10.0.10.20,3,0.63,False
192.168.1.41,10.0.20.50,5,0.21,False
194.26.29.112,10.0.0.8,915,5.6,True
192.168.1.141,10.0.0.8,3,0.5,False
194.26.29.112,10.0.0.6,218,44.68,True
185.220.101.15,10.0.20.50,956,4.0,True
45.154.255.88,10.0.20.50,54,29.33,True
192.168.1.171,10.0.10.20,1,0.57,False
192.168.1.77,10.0.0.8,183,31.58,True
194.26.29.112,10.0.0.5,307,1.75,True
192.168.1.134,10.0.0.5,2,2.08,False
185.220.101.15,10.0.10.20,6081,31.17,True
91.108.4.182,10.0.0.7,89,32.0,True
192.168.1.209,10.0.0.6,4,1.4,False
45.154.255.88,10.0.0.7,333,1.24,True
192.168.1.90,10.0.0.6,329,1.8,True
45.154.255.88,10.0.0.6,241,50.46,True
192.168.1.64,10.0.0.8,1,2.22,False
192.168.1.197,10.0.0.7,3,1.97,False
192.168.1.56,10.0.0.8,1,2.34,False
192.168.1.111,10.0.0.7,1,0.99,False
192.168.1.30,10.0.0.6,1,0.74,False
185.220.101.15,10.0.0.5,173,1.22,True
192.168.1.138,10.0.10.20,2,0.62,False
185.220.101.15,10.0.20.50,202,1.83,True
192.168.1.90,10.0.0.6,219,26.68,True
192.168.1.25,10.0.0.7,2,1.75,False
192.168.1.195,10.0.0.7,2,1.17,False
192.168.1.163,10.0.0.5,1,1.03,False
192.168.1.90,10.0.10.20,198,40.15,True
192.168.1.85,10.0.20.50,1,2.32,False
192.168.1.59,10.0.0.6,1,1.22,False
192.168.1.96,10.0.0.8,6,1.71,False
192.168.1.28,10.0.0.6,4,0.52,False
194.26.29.112,10.0.0.7,281,1.43,True
91.108.4.182,10.0.0.6,62,16.32,True
192.168.1.77,10.0.0.7,197,48.95,True
192.168.1.25,10.0.0.8,4,0.82,False
192.168.1.108,10.0.10.20,1,0.99,False
192.168.1.155,10.0.20.50,1,0.66,False
192.168.1.131,10.0.0.7,1,1.66,False
192.168.1.35,10.0.0.6,5,1.58,False
192.168.1.90,10.0.0.7,242,1.9,True
192.168.1.90,10.0.0.5,283,0.82,True
192.168.1.19,10.0.0.6,1,0.84,False
192.168.1.62,10.0.10.20,4,1.25,False
194.26.29.112,10.0.0.7,29182,8.97,True
192.168.1.52,10.0.20.50,3,0.11,False
192.168.1.90,10.0.0.8,15384,33.51,True
192.168.1.158,10.0.20.50,2,1.22,False
45.154.255.88,10.0.0.5,122,21.39,True
194.26.29.112,10.0.0.5,390,1.39,True
192.168.1.62,10.0.0.8,1,1.97,False
192.168.1.22,10.0.0.5,2,0.1,False
91.108.4.182,10.0.20.50,152,1.32,True
91.108.4.182,10.0.0.8,77,42.14,True
192.168.1.77,10.0.0.5,116,1.82,True
91.108.4.182,10.0.0.5,998,3.84,True
192.168.1.90,10.0.0.6,223,33.09,True
192.168.1.40,10.0.10.20,2,0.9,False
192.168.1.90,10.0.0.8,52961,26.62,True
192.168.1.127,10.0.0.8,5,2.35,False
192.168.1.70,10.0.10.20,1,0.93,False
192.168.1.117,10.0.0.8,3,0.4,False
192.168.1.77,10.0.0.6,57,18.8,True
192.168.1.61,10.0.0.7,5,2.1,False
192.168.1.117,10.0.0.8,2,0.58,False
45.154.255.88,10.0.0.8,897,5.29,True
192.168.1.189,10.0.10.20,1,1.04,False
192.168.1.175,10.0.0.8,1,0.66,False
45.154.255.88,10.0.10.20,869,3.42,True
192.168.1.49,10.0.10.20,3,1.34,False
194.26.29.112,10.0.0.7,168,1.61,True
185.220.101.15,10.0.0.8,918,2.59,True
194.26.29.112,10.0.20.50,200,0.96,True
194.26.29.112,10.0.20.50,42270,12.17,True
192.168.1.77,10.0.0.6,273,0.65,True
192.168.1.77,10.0.0.8,20690,26.21,True
192.168.1.56,10.0.0.5,1,2.3,False
192.168.1.90,10.0.0.7,889,6.5,True
192.168.1.77,10.0.0.7,129,28.03,True
192.168.1.213,10.0.20.50,1,1.49,False
192.168.1.112,10.0.10.20,1,1.25,False
192.168.1.187,10.0.0.5,3,1.19,False
194.26.29.112,10.0.10.20,914,4.4,True
192.168.1.11,10.0.0.7,1,1.15,False
91.108.4.182,10.0.0.8,34658,19.13,True
192.168.1.134,10.0.10.20,1,1.3,False
192.168.1.77,10.0.0.8,467,1.4,True
192.168.1.65,10.0.0.5,3,1.59,False
194.26.29.112,10.0.20.50,36452,32.88,True
192.168.1.90,10.0.20.50,19255,33.52,True
192.168.1.18,10.0.20.50,1,0.46,False
192.168.1.188,10.0.10.20,4,1.03,False
192.168.1.208,10.0.0.5,1,0.9,False
192.168.1.42,10.0.0.6,4,0.9,False
192.168.1.90,10.0.0.5,857,5.14,True
45.154.255.88,10.0.10.20,851,2.58,True
192.168.1.90,10.0.20.50,854,4.89,True
192.168.1.119,10.0.20.50,6,0.23,False
192.168.1.77,10.0.0.8,891,6.34,True
45.154.255.88,10.0.0.5,227,41.82,True
192.168.1.32,10.0.10.20,1,0.86,False
192.168.1.187,10.0.0.8,2,1.13,False
192.168.1.49,10.0.10.20,1,1.04,False
192.168.1.195,10.0.0.8,2,1.42,False
91.108.4.182,10.0.0.8,937,3.19,True
192.168.1.77,10.0.0.6,939,6.17,True
192.168.1.63,10.0.0.5,2,0.79,False
192.168.1.127,10.0.20.50,1,0.5,False
194.26.29.112,10.0.0.6,60569,13.08,True
192.168.1.203,10.0.10.20,3,0.21,False
192.168.1.90,10.0.0.5,182,59.51,True
45.154.255.88,10.0.10.20,180,26.54,True
192.168.1.86,10.0.20.50,1,0.26,False
91.108.4.182,10.0.0.7,328,1.7,True
45.154.255.88,10.0.0.6,886,3.66,True
192.168.1.57,10.0.20.50,3,1.28,False
91.108.4.182,10.0.20.50,63268,27.76,True
91.108.4.182,10.0.0.8,196,19.26,True
91.108.4.182,10.0.0.6,112,55.74,True
91.108.4.182,10.0.10.20,78,29.84,True
192.168.1.103,10.0.0.8,3,0.53,False
185.220.101.15,10.0.0.7,50,43.38,True
185.220.101.15,10.0.0.6,192,24.41,True
192.168.1.90,10.0.10.20,109,41.38,True
194.26.29.112,10.0.0.5,6889,23.54,True
185.220.101.15,10.0.0.7,276,1.64,True
91.108.4.182,10.0.0.6,81,53.48,True
185.220.101.15,10.0.0.7,333,1.08,True
192.168.1.77,10.0.0.7,986,4.5,True
192.168.1.77,10.0.0.8,853,6.22,True
192.168.1.90,10.0.0.8,327,1.76,True
192.168.1.157,10.0.20.50,2,1.29,False
192.168.1.207,10.0.0.7,2,1.24,False
192.168.1.87,10.0.0.6,3,1.52,False
192.168.1.218,10.0.20.50,5,2.48,False
45.154.255.88,10.0.0.8,168,1.19,True
192.168.1.45,10.0.0.8,1,1.54,False
192.168.1.72,10.0.0.7,1,1.05,False
192.168.1.103,10.0.20.50,1,0.05,False
192.168.1.90,10.0.0.8,7720,27.26,True
192.168.1.77,10.0.0.8,354,0.65,True
192.168.1.213,10.0.0.8,1,0.62,False
192.168.1.72,10.0.0.5,5,0.74,False
192.168.1.112,10.0.20.50,4,0.51,False
192.168.1.217,10.0.0.7,2,1.58,False
192.168.1.202,10.0.20.50,2,1.1,False
192.168.1.77,10.0.0.7,336,0.73,True
194.26.29.112,10.0.10.20,243,36.27,True
192.168.1.31,10.0.10.20,1,2.46,False
185.220.101.15,10.0.0.5,928,4.99,True
192.168.1.163,10.0.10.20,3,1.01,False
192.168.1.39,10.0.0.6,1,1.44,False
192.168.1.77,10.0.10.20,5,0.68,False
192.168.1.167,10.0.0.5,5,0.16,False
185.220.101.15,10.0.0.6,872,4.96,True
192.168.1.90,10.0.0.6,9007,27.36,True
91.108.4.182,10.0.20.50,485,0.58,True
91.108.4.182,10.0.20.50,107,0.67,True
192.168.1.51,10.0.0.5,1,1.29,False
192.168.1.164,10.0.10.20,2,0.11,False
192.168.1.163,10.0.0.5,3,1.29,False
194.26.29.112,10.0.0.6,7004,9.79,True
192.168.1.23,10.0.0.8,1,1.03,False
192.168.1.167,10.0.0.7,2,1.13,False
45.154.255.88,10.0.0.8,51976,11.62,True
91.108.4.182,10.0.10.20,45005,8.71,True
192.168.1.138,10.0.0.5,1,1.92,False
185.220.101.15,10.0.20.50,422,1.94,True
192.168.1.64,10.0.0.5,1,1.62,False
