tls_id,client_ip,server_ip,client_name,ja3_hash,sni,alpn,cipher_suite_count,is_malicious,threat_label
tls_benign_0015,192.168.1.69,198.51.100.89,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.bbc.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0016,192.168.1.177,198.51.100.160,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.booking.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0017,192.168.1.148,198.51.100.169,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.cloudflare.com,"h2,http/1.1",21,False,BENIGN
tls_benign_0018,192.168.1.38,198.51.100.157,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.debian.org,"h2,http/1.1",15,False,BENIGN
tls_benign_0019,192.168.1.38,198.51.100.172,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.aliexpress.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0020,192.168.1.76,198.51.100.160,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.jsdelivr.net,"h2,http/1.1",21,False,BENIGN
tls_benign_0021,192.168.1.234,198.51.100.112,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.spotify.com,"h2,http/1.1",19,False,BENIGN
tls_benign_0022,192.168.1.174,198.51.100.196,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.alibaba.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0023,192.168.1.118,198.51.100.105,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.cdc.gov,"h2,http/1.1",20,False,BENIGN
tls_benign_0024,192.168.1.226,198.51.100.155,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.trello.com,"h2,http/1.1",19,False,BENIGN
tls_benign_0025,192.168.1.13,198.51.100.26,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.bbc.com,"h2,http/1.1",27,False,BENIGN
tls_benign_0026,192.168.1.128,198.51.100.37,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.discord.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0027,192.168.1.33,198.51.100.122,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.archlinux.org,"h2,http/1.1",24,False,BENIGN
tls_benign_0028,192.168.1.229,198.51.100.134,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.apache.org,"h2,http/1.1",23,False,BENIGN
tls_benign_0029,192.168.1.36,198.51.100.249,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.archive.org,"h2,http/1.1",24,False,BENIGN
tls_benign_0030,192.168.1.35,198.51.100.157,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.trello.com,"h2,http/1.1",21,False,BENIGN
tls_benign_0031,192.168.1.23,198.51.100.32,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.who.int,"h2,http/1.1",20,False,BENIGN
tls_benign_0032,192.168.1.37,198.51.100.198,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.hbomax.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0033,192.168.1.113,198.51.100.4,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.weather.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0034,192.168.1.154,198.51.100.135,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.bing.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0035,192.168.1.226,198.51.100.142,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.walmart.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0036,192.168.1.125,198.51.100.168,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.cloudflare.com,"h2,http/1.1",15,False,BENIGN
tls_benign_0037,192.168.1.96,198.51.100.98,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.adobe.com,"h2,http/1.1",27,False,BENIGN
tls_benign_0038,192.168.1.192,198.51.100.127,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.atlassian.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0039,192.168.1.13,198.51.100.42,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.netflix.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0040,192.168.1.212,198.51.100.241,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.cnet.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0041,192.168.1.24,198.51.100.185,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.oracle.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0042,192.168.1.39,198.51.100.72,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.spotify.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0043,192.168.1.40,198.51.100.89,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.atlassian.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0044,192.168.1.214,198.51.100.10,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.google.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0045,192.168.1.192,198.51.100.216,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.twitch.tv,"h2,http/1.1",27,False,BENIGN
tls_benign_0046,192.168.1.155,198.51.100.101,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.render.com,"h2,http/1.1",15,False,BENIGN
tls_benign_0047,192.168.1.48,198.51.100.29,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.cdnjs.cloudflare.com,"h2,http/1.1",27,False,BENIGN
tls_benign_0048,192.168.1.88,198.51.100.199,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.yahoo.com,"h2,http/1.1",14,False,BENIGN
tls_benign_0049,192.168.1.234,198.51.100.189,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.netlify.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0050,192.168.1.52,198.51.100.198,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.zoom.us,"h2,http/1.1",17,False,BENIGN
tls_benign_0051,192.168.1.133,198.51.100.71,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.github.io,"h2,http/1.1",28,False,BENIGN
tls_benign_0052,192.168.1.6,198.51.100.86,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.bestbuy.com,"h2,http/1.1",27,False,BENIGN
tls_benign_0053,192.168.1.75,198.51.100.171,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.yahoo.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0054,192.168.1.34,198.51.100.187,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.disneyplus.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0055,192.168.1.3,198.51.100.156,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.openai.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0056,192.168.1.237,198.51.100.226,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.ebay.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0057,192.168.1.229,198.51.100.192,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.gitlab.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0058,192.168.1.204,198.51.100.210,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.debian.org,"h2,http/1.1",28,False,BENIGN
tls_benign_0059,192.168.1.73,198.51.100.222,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.apple.com,"h2,http/1.1",26,False,BENIGN
tls_benign_0060,192.168.1.133,198.51.100.58,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.supabase.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0061,192.168.1.176,198.51.100.217,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.booking.com,"h2,http/1.1",21,False,BENIGN
tls_benign_0062,192.168.1.153,198.51.100.197,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.whatsapp.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0063,192.168.1.13,198.51.100.195,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.yahoo.com,"h2,http/1.1",15,False,BENIGN
tls_benign_0064,192.168.1.111,198.51.100.240,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.discord.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0065,192.168.1.25,198.51.100.57,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.engadget.com,"h2,http/1.1",23,False,BENIGN
tls_benign_0066,192.168.1.130,198.51.100.29,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.tripadvisor.com,"h2,http/1.1",14,False,BENIGN
tls_benign_0067,192.168.1.207,198.51.100.176,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.paypal.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0068,192.168.1.222,198.51.100.81,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.adobe.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0069,192.168.1.120,198.51.100.134,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.weather.com,"h2,http/1.1",23,False,BENIGN
tls_benign_0070,192.168.1.209,198.51.100.57,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.lyft.com,"h2,http/1.1",19,False,BENIGN
tls_benign_0071,192.168.1.131,198.51.100.123,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.cnbc.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0072,192.168.1.223,198.51.100.34,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.reuters.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0073,192.168.1.130,198.51.100.135,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.ibm.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0074,192.168.1.52,198.51.100.193,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.cdc.gov,"h2,http/1.1",21,False,BENIGN
tls_benign_0075,192.168.1.82,198.51.100.81,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.archlinux.org,"h2,http/1.1",25,False,BENIGN
tls_benign_0076,192.168.1.34,198.51.100.165,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.mozilla.org,"h2,http/1.1",17,False,BENIGN
tls_benign_0077,192.168.1.31,198.51.100.19,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.supabase.io,"h2,http/1.1",21,False,BENIGN
tls_benign_0078,192.168.1.143,198.51.100.8,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.cloudflare-dns.com,"h2,http/1.1",14,False,BENIGN
tls_benign_0079,192.168.1.66,198.51.100.88,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.cdnjs.cloudflare.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0080,192.168.1.132,198.51.100.248,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.wired.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0081,192.168.1.69,198.51.100.114,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.bbc.com,"h2,http/1.1",21,False,BENIGN
tls_benign_0082,192.168.1.99,198.51.100.236,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.medium.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0083,192.168.1.138,198.51.100.34,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.whatsapp.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0084,192.168.1.78,198.51.100.84,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.hulu.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0085,192.168.1.22,198.51.100.187,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.uber.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0086,192.168.1.162,198.51.100.122,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.apache.org,"h2,http/1.1",17,False,BENIGN
tls_benign_0087,192.168.1.177,198.51.100.217,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.atlassian.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0088,192.168.1.144,198.51.100.94,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.target.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0089,192.168.1.97,198.51.100.200,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.cdc.gov,"h2,http/1.1",25,False,BENIGN
tls_benign_0090,192.168.1.103,198.51.100.34,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.reddit.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0091,192.168.1.125,198.51.100.217,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.archlinux.org,"h2,http/1.1",25,False,BENIGN
tls_benign_0092,192.168.1.67,198.51.100.204,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.cisco.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0093,192.168.1.2,198.51.100.164,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.asana.com,"h2,http/1.1",15,False,BENIGN
tls_benign_0094,192.168.1.208,198.51.100.101,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.openai.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0095,192.168.1.93,198.51.100.38,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.etsy.com,"h2,http/1.1",26,False,BENIGN
tls_benign_0096,192.168.1.240,198.51.100.80,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.jsdelivr.net,"h2,http/1.1",25,False,BENIGN
tls_benign_0097,192.168.1.81,198.51.100.71,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.azure.microsoft.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0098,192.168.1.19,198.51.100.154,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.canva.com,"h2,http/1.1",23,False,BENIGN
tls_benign_0099,192.168.1.26,198.51.100.209,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.facebook.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0100,192.168.1.60,198.51.100.60,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.asana.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0101,192.168.1.203,198.51.100.150,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.azure.microsoft.com,"h2,http/1.1",21,False,BENIGN
tls_benign_0102,192.168.1.161,198.51.100.112,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.bitbucket.org,"h2,http/1.1",23,False,BENIGN
tls_benign_0103,192.168.1.9,198.51.100.25,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.apple.com,"h2,http/1.1",26,False,BENIGN
tls_benign_0104,192.168.1.193,198.51.100.54,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.canva.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0105,192.168.1.59,198.51.100.77,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.redhat.com,"h2,http/1.1",23,False,BENIGN
tls_benign_0106,192.168.1.95,198.51.100.191,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.disneyplus.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0107,192.168.1.210,198.51.100.143,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.disneyplus.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0108,192.168.1.189,198.51.100.137,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.discord.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0109,192.168.1.216,198.51.100.240,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.wired.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0110,192.168.1.15,198.51.100.244,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.hulu.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0111,192.168.1.31,198.51.100.95,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.shopify.com,"h2,http/1.1",23,False,BENIGN
tls_benign_0112,192.168.1.129,198.51.100.157,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.fastapi.tiangolo.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0113,192.168.1.113,198.51.100.237,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.gitlab.com,"h2,http/1.1",22,False,BENIGN
tls_benign_0114,192.168.1.127,198.51.100.233,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.ubuntu.com,"h2,http/1.1",23,False,BENIGN
tls_benign_0115,192.168.1.245,198.51.100.237,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.slack.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0116,192.168.1.43,198.51.100.44,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.pinterest.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0117,192.168.1.69,198.51.100.144,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.cloudflare.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0118,192.168.1.5,198.51.100.76,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.cnbc.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0119,192.168.1.81,198.51.100.189,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.oracle.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0120,192.168.1.206,198.51.100.103,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.stripe.com,"h2,http/1.1",21,False,BENIGN
tls_benign_0121,192.168.1.119,198.51.100.122,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.hbomax.com,"h2,http/1.1",27,False,BENIGN
tls_benign_0122,192.168.1.67,198.51.100.3,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.techcrunch.com,"h2,http/1.1",14,False,BENIGN
tls_benign_0123,192.168.1.105,198.51.100.100,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.theguardian.com,"h2,http/1.1",27,False,BENIGN
tls_benign_0124,192.168.1.104,198.51.100.5,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.google.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0125,192.168.1.98,198.51.100.248,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.disneyplus.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0126,192.168.1.220,198.51.100.142,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.linode.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0127,192.168.1.223,198.51.100.249,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.pinterest.com,"h2,http/1.1",26,False,BENIGN
tls_benign_0128,192.168.1.32,198.51.100.150,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.jira.atlassian.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0129,192.168.1.221,198.51.100.221,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.zdnet.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0130,192.168.1.125,198.51.100.144,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.canva.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0131,192.168.1.36,198.51.100.111,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.supabase.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0132,192.168.1.155,198.51.100.54,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.salesforce.com,"h2,http/1.1",27,False,BENIGN
tls_benign_0133,192.168.1.234,198.51.100.78,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.hbomax.com,"h2,http/1.1",26,False,BENIGN
tls_benign_0134,192.168.1.166,198.51.100.152,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.bitbucket.org,"h2,http/1.1",20,False,BENIGN
tls_benign_0135,192.168.1.171,198.51.100.196,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.amazon.com,"h2,http/1.1",28,False,BENIGN
tls_benign_0136,192.168.1.104,198.51.100.170,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.vmware.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0137,192.168.1.229,198.51.100.71,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.whatsapp.com,"h2,http/1.1",19,False,BENIGN
tls_benign_0138,192.168.1.26,198.51.100.48,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.salesforce.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0139,192.168.1.54,198.51.100.89,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.twitch.tv,"h2,http/1.1",26,False,BENIGN
tls_benign_0140,192.168.1.150,198.51.100.226,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.stripe.com,"h2,http/1.1",15,False,BENIGN
tls_benign_0141,192.168.1.249,198.51.100.135,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.expedia.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0142,192.168.1.91,198.51.100.27,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.yahoo.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0143,192.168.1.32,198.51.100.9,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.heroku.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0144,192.168.1.121,198.51.100.144,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.doordash.com,"h2,http/1.1",15,False,BENIGN
tls_benign_0145,192.168.1.195,198.51.100.183,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.microsoft.com,"h2,http/1.1",18,False,BENIGN
tls_benign_0146,192.168.1.204,198.51.100.98,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.fastapi.tiangolo.com,"h2,http/1.1",24,False,BENIGN
tls_benign_0147,192.168.1.23,198.51.100.178,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.theguardian.com,"h2,http/1.1",25,False,BENIGN
tls_benign_0148,192.168.1.150,198.51.100.91,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.aws.amazon.com,"h2,http/1.1",19,False,BENIGN
tls_benign_0149,192.168.1.148,198.51.100.240,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.supabase.com,"h2,http/1.1",16,False,BENIGN
tls_benign_0150,192.168.1.161,198.51.100.65,Chrome 120+ (Windows),cd08e31494f9531f5c4d058b2297777b,www.cnet.com,"h2,http/1.1",23,False,BENIGN
tls_benign_0151,192.168.1.237,198.51.100.28,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.slack.com,"h2,http/1.1",26,False,BENIGN
tls_benign_0152,192.168.1.51,198.51.100.234,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.instacart.com,"h2,http/1.1",20,False,BENIGN
tls_benign_0153,192.168.1.149,198.51.100.129,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.spotify.com,"h2,http/1.1",21,False,BENIGN
tls_benign_0154,192.168.1.120,198.51.100.111,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.twitch.tv,"h2,http/1.1",21,False,BENIGN
tls_benign_0155,192.168.1.126,198.51.100.95,Edge 120+ (Windows),773906b0efecd2e917d5237dda4e6d16,www.paypal.com,"h2,http/1.1",17,False,BENIGN
tls_benign_0156,192.168.1.203,198.51.100.145,Safari 17+ (macOS),439ea1914eb1d9fb9f82d2571217e573,www.bloomberg.com,"h2,http/1.1",15,False,BENIGN
tls_benign_0157,192.168.1.215,198.51.100.200,Firefox 122+ (Linux),6b4e05b57f00693a1c6e1aa7dd31767e,www.centos.org,"h2,http/1.1",15,False,BENIGN
