flow_id,src_ip,dst_ip,src_port,dst_port,protocol,pkts_in,bytes_in,duration,entropy,is_attack,attack_type
f0816,45.33.12.228,10.0.0.5,80,60022,TCP,44022,1979807,0.92,0.08,True,syn_flood
f0683,45.33.12.204,10.0.0.5,80,64282,TCP,43068,1908509,0.94,0.13,True,syn_flood
f0685,45.33.12.223,10.0.0.5,80,60520,TCP,45718,2010778,0.94,0.11,True,syn_flood
f0730,45.33.12.211,10.0.0.5,80,60617,TCP,43670,1882417,0.72,0.13,True,syn_flood
f0906,45.33.12.236,10.0.0.5,80,62970,TCP,42898,1857315,0.92,0.12,True,syn_flood
f0667,45.33.12.206,10.0.0.5,80,60132,TCP,42718,1863001,1.12,0.09,True,syn_flood
f0912,45.33.12.245,10.0.0.5,80,60061,TCP,46818,2021873,0.77,0.12,True,syn_flood
f0796,45.33.12.246,10.0.0.5,80,62291,TCP,42549,1869165,0.71,0.14,True,syn_flood
f0749,45.33.12.229,10.0.0.5,80,62983,TCP,44438,1959390,0.76,0.12,True,syn_flood
f0832,45.33.12.250,10.0.0.5,80,62275,TCP,43962,1912128,0.92,0.14,True,syn_flood
f0626,45.33.12.240,10.0.0.5,80,61988,TCP,45232,1960730,0.9,0.13,True,syn_flood
f0907,45.33.12.211,10.0.0.5,80,60690,TCP,44580,1958128,1.16,0.14,True,syn_flood
f0825,45.33.12.200,10.0.0.5,80,62733,TCP,42161,1813505,0.97,0.12,True,syn_flood
f0760,45.33.12.209,10.0.0.5,80,61988,TCP,44190,1983055,0.93,0.11,True,syn_flood
f0805,45.33.12.242,10.0.0.5,80,61584,TCP,45287,1960586,0.94,0.1,True,syn_flood
f0761,45.33.12.216,10.0.0.5,80,64668,TCP,45501,1964806,1.13,0.12,True,syn_flood
f0745,45.33.12.230,10.0.0.5,80,62073,TCP,43481,1894075,1.05,0.11,True,syn_flood
f0734,45.33.12.236,10.0.0.5,80,65006,TCP,42890,1926903,0.86,0.13,True,syn_flood
f0752,45.33.12.216,10.0.0.5,80,60199,TCP,46774,2020700,0.76,0.13,True,syn_flood
f0687,45.33.12.239,10.0.0.5,80,63739,TCP,46968,2070071,0.97,0.11,True,syn_flood
f0917,45.33.12.203,10.0.0.5,80,65452,TCP,43786,1886256,0.72,0.08,True,syn_flood
f0848,45.33.12.225,10.0.0.5,80,62540,TCP,46825,2091937,0.99,0.13,True,syn_flood
f0931,45.33.12.216,10.0.0.5,80,62773,TCP,43507,1955270,0.76,0.09,True,syn_flood
f0688,45.33.12.230,10.0.0.5,80,61841,TCP,47269,2092680,0.78,0.1,True,syn_flood
f0682,45.33.12.244,10.0.0.5,80,63803,TCP,47562,2067236,1.18,0.11,True,syn_flood
f0694,45.33.12.249,10.0.0.5,80,64418,TCP,46177,2016221,0.8,0.11,True,syn_flood
f0911,45.33.12.250,10.0.0.5,80,63427,TCP,44056,1912934,0.78,0.13,True,syn_flood
f0732,45.33.12.212,10.0.0.5,80,64591,TCP,47357,2129770,0.82,0.13,True,syn_flood
f0929,45.33.12.236,10.0.0.5,80,63237,TCP,47778,2075373,1.07,0.09,True,syn_flood
f0654,45.33.12.202,10.0.0.5,80,62682,TCP,42825,1858274,1.12,0.09,True,syn_flood
f0864,45.33.12.218,10.0.0.5,80,62912,TCP,44810,1973707,0.86,0.09,True,syn_flood
f0892,45.33.12.250,10.0.0.5,80,61656,TCP,45814,1972241,0.83,0.08,True,syn_flood
f0803,45.33.12.250,10.0.0.5,80,61851,TCP,43022,1874729,1.04,0.08,True,syn_flood
f0705,45.33.12.217,10.0.0.5,80,60177,TCP,42317,1858184,0.77,0.12,True,syn_flood
f0755,45.33.12.201,10.0.0.5,80,63607,TCP,43823,1896776,1.02,0.1,True,syn_flood
f0641,45.33.12.229,10.0.0.5,80,64499,TCP,43570,1958057,1.01,0.13,True,syn_flood
f0770,45.33.12.208,10.0.0.5,80,61075,TCP,42650,1915582,1.18,0.1,True,syn_flood
f0891,45.33.12.236,10.0.0.5,80,64981,TCP,43508,1915699,1.13,0.12,True,syn_flood
f0772,45.33.12.233,10.0.0.5,80,61104,TCP,47563,2105750,0.99,0.09,True,syn_flood
f0807,45.33.12.224,10.0.0.5,80,63679,TCP,45487,2027274,1.16,0.12,True,syn_flood
f0762,45.33.12.238,10.0.0.5,80,62902,TCP,45392,2017756,0.87,0.13,True,syn_flood
f0720,45.33.12.215,10.0.0.5,80,61113,TCP,42484,1834734,0.91,0.14,True,syn_flood
f0830,45.33.12.231,10.0.0.5,80,60356,TCP,47899,2136554,1.11,0.08,True,syn_flood
f0849,45.33.12.242,10.0.0.5,80,63687,TCP,45035,1976151,0.9,0.14,True,syn_flood
f0624,45.33.12.211,10.0.0.5,80,64449,TCP,46371,2065132,1.14,0.09,True,syn_flood
f0799,45.33.12.200,10.0.0.5,80,64814,TCP,44658,1950721,0.97,0.14,True,syn_flood
f0665,45.33.12.228,10.0.0.5,80,62598,TCP,43138,1937260,0.76,0.13,True,syn_flood
f0780,45.33.12.231,10.0.0.5,80,60559,TCP,45134,2028434,1.16,0.1,True,syn_flood
f0944,45.33.12.243,10.0.0.5,80,60039,TCP,46977,2049005,0.98,0.11,True,syn_flood
f0754,45.33.12.236,10.0.0.5,80,65033,TCP,46940,2059263,0.75,0.11,True,syn_flood
f0781,45.33.12.201,10.0.0.5,80,62917,TCP,44958,2014352,0.94,0.09,True,syn_flood
f0619,45.33.12.242,10.0.0.5,80,62678,TCP,46914,2028995,1.03,0.11,True,syn_flood
f0738,45.33.12.237,10.0.0.5,80,65381,TCP,45020,1941264,0.75,0.13,True,syn_flood
f0695,45.33.12.202,10.0.0.5,80,62963,TCP,47222,2061267,1.03,0.12,True,syn_flood
f0737,45.33.12.241,10.0.0.5,80,65118,TCP,46385,2084655,0.9,0.09,True,syn_flood
f0883,45.33.12.206,10.0.0.5,80,63200,TCP,47923,2086630,1.04,0.09,True,syn_flood
f0784,45.33.12.214,10.0.0.5,80,60863,TCP,47101,2045087,0.82,0.11,True,syn_flood
f0882,45.33.12.210,10.0.0.5,80,62496,TCP,47193,2055162,0.88,0.13,True,syn_flood
f0905,45.33.12.207,10.0.0.5,80,64919,TCP,46939,2099569,1.13,0.09,True,syn_flood
f0763,45.33.12.207,10.0.0.5,80,61419,TCP,47826,2116126,1.12,0.12,True,syn_flood
f0715,45.33.12.216,10.0.0.5,80,64921,TCP,46342,2045192,1.01,0.11,True,syn_flood
f0890,45.33.12.247,10.0.0.5,80,62021,TCP,45023,1937293,1.18,0.12,True,syn_flood
f0896,45.33.12.222,10.0.0.5,80,63897,TCP,44107,1935488,0.73,0.09,True,syn_flood
f0679,45.33.12.212,10.0.0.5,80,60999,TCP,45236,1945323,0.71,0.1,True,syn_flood
f0612,45.33.12.213,10.0.0.5,80,64204,TCP,42924,1870644,0.84,0.13,True,syn_flood
f0778,45.33.12.212,10.0.0.5,80,65144,TCP,42011,1847620,1.08,0.08,True,syn_flood
f0659,45.33.12.209,10.0.0.5,80,61152,TCP,44062,1900383,0.82,0.13,True,syn_flood
f0609,45.33.12.219,10.0.0.5,80,64854,TCP,43396,1915136,1.05,0.09,True,syn_flood
f0886,45.33.12.217,10.0.0.5,80,60118,TCP,45139,1952553,0.82,0.11,True,syn_flood
f0915,45.33.12.220,10.0.0.5,80,65477,TCP,46155,2067971,1.16,0.14,True,syn_flood
f0868,45.33.12.215,10.0.0.5,80,62688,TCP,47326,2082502,1.06,0.09,True,syn_flood
f0887,45.33.12.238,10.0.0.5,80,64317,TCP,43925,1893488,0.95,0.1,True,syn_flood
f0782,45.33.12.235,10.0.0.5,80,63712,TCP,43486,1870272,0.98,0.09,True,syn_flood
f0622,45.33.12.206,10.0.0.5,80,61562,TCP,47892,2070244,1.03,0.13,True,syn_flood
f0927,45.33.12.237,10.0.0.5,80,63345,TCP,47526,2080365,1.05,0.11,True,syn_flood
f0893,45.33.12.206,10.0.0.5,80,65482,TCP,42704,1838325,1.01,0.11,True,syn_flood
f0802,45.33.12.206,10.0.0.5,80,64425,TCP,43048,1889403,0.95,0.14,True,syn_flood
f0722,45.33.12.238,10.0.0.5,80,60660,TCP,42793,1883756,0.76,0.11,True,syn_flood
f0608,45.33.12.230,10.0.0.5,80,64495,TCP,45598,2019699,0.75,0.1,True,syn_flood
f0863,45.33.12.234,10.0.0.5,80,62649,TCP,44153,1957618,0.9,0.1,True,syn_flood
f0850,45.33.12.224,10.0.0.5,80,63283,TCP,45272,2031102,1.11,0.12,True,syn_flood
f0949,45.33.12.247,10.0.0.5,80,61301,TCP,43726,1950808,1.09,0.1,True,syn_flood
f0833,45.33.12.219,10.0.0.5,80,62324,TCP,46843,2021682,1.13,0.11,True,syn_flood
f0888,45.33.12.209,10.0.0.5,80,62319,TCP,44325,1911785,0.84,0.09,True,syn_flood
f0845,45.33.12.250,10.0.0.5,80,63956,TCP,46189,2010012,1.09,0.11,True,syn_flood
