session_id,src_ip,dst_ip,inter_arrival_times,is_attack
s0061,10.0.0.41,151.101.1.140,"[5.4, 5.6, 54.2, 64.7, 65.8, 27.6, 16.4]",False
s0062,192.168.1.45,203.0.113.90,"[118.5, 114.1, 118.8, 127.5, 122.3, 128.3, 120.5]",True
s0063,10.0.0.49,93.184.216.34,"[8.7, 17.0, 26.6, 19.5]",False
s0064,10.0.0.44,198.51.100.7,"[288.4, 301.4, 275.4, 319.2, 320.1]",True
s0065,10.0.0.43,198.51.100.25,"[17.4, 53.3, 16.7, 7.3, 12.1, 24.9]",False
s0066,192.168.1.45,198.51.100.7,"[59.7, 56.6, 62.9, 61.2, 59.3, 60.9]",True
s0067,10.0.0.46,93.184.216.34,"[16.4, 4.1, 34.4, 24.9, 28.4, 9.9, 14.5]",False
s0068,10.0.0.44,198.51.100.7,"[61.8, 59.8, 63.7, 60.4, 58.4]",True
s0069,10.0.0.37,198.51.100.25,"[5.0, 8.1, 14.7, 9.1, 45.1]",False
s0070,10.0.0.44,198.51.100.7,"[272.1, 322.1, 300.4, 302.0, 295.6, 293.7, 316.0]",True
s0071,10.0.0.15,104.16.85.20,"[11.5, 19.3, 77.1, 42.0]",False
s0072,10.0.0.44,198.51.100.7,"[62.8, 60.3, 56.7, 61.2, 63.4, 59.7, 57.4]",True
s0073,10.0.0.27,17.253.144.10,"[11.0, 59.7, 34.5, 21.5, 14.9, 3.2, 18.5]",False
s0074,10.0.0.9,91.108.4.182,"[56.9, 57.4, 62.0, 61.4, 52.3, 57.6, 60.4, 59.9]",True
s0075,10.0.0.20,17.253.144.10,"[8.3, 6.4, 13.4, 15.4, 1.2]",False
s0076,10.0.0.44,185.220.101.44,"[60.9, 60.5, 59.5, 59.6, 59.7, 62.9, 59.6, 59.5]",True
s0077,10.0.0.49,104.16.85.20,"[32.9, 27.8, 11.6, 6.6, 10.8, 19.9, 27.8]",False
s0078,10.0.0.44,203.0.113.90,"[60.4, 56.7, 61.1, 58.8, 64.2, 58.0]",True
s0079,10.0.0.34,142.250.80.14,"[18.7, 14.0, 13.2, 24.6, 65.0, 27.5, 17.1]",False
s0080,192.168.1.45,185.220.101.44,"[121.5, 118.9, 120.3, 114.3, 122.3, 122.2]",True
s0081,10.0.0.34,198.51.100.25,"[17.1, 18.7, 33.0, 65.8]",False
s0082,192.168.1.45,185.220.101.44,"[299.6, 300.9, 315.2, 300.1, 290.1]",True
s0083,10.0.0.38,93.184.216.34,"[37.2, 16.0, 7.6, 34.9, 13.4, 13.4, 12.5]",False
s0084,10.0.0.9,203.0.113.90,"[117.2, 118.8, 126.9, 123.5, 119.4, 108.8, 121.5, 125.7]",True
s0085,10.0.0.39,142.250.80.14,"[21.8, 1.3, 10.0, 23.8]",False
s0086,10.0.0.44,198.51.100.7,"[128.3, 119.4, 119.5, 120.4, 119.7]",True
s0087,10.0.0.42,142.250.80.14,"[2.8, 55.2, 4.7, 12.2, 17.1, 12.2, 19.8]",False
s0088,10.0.0.44,198.51.100.7,"[300.1, 287.3, 298.0, 289.3, 290.0, 311.4, 291.8, 289.3]",True
s0089,10.0.0.45,93.184.216.34,"[18.1, 28.7, 47.3, 9.5, 22.2, 10.6]",False
s0090,192.168.1.45,91.108.4.182,"[61.4, 57.9, 58.8, 61.8, 57.7, 60.3]",True
s0091,10.0.0.40,198.51.100.25,"[3.1, 9.1, 13.8, 5.2, 25.1]",False
s0092,192.168.1.45,91.108.4.182,"[121.7, 121.7, 115.6, 117.0, 121.3, 120.2]",True
s0093,10.0.0.49,151.101.1.140,"[10.5, 14.5, 19.1, 11.1, 20.1, 58.7]",False
s0094,10.0.0.9,91.108.4.182,"[58.3, 58.6, 60.7, 59.3, 63.0, 59.6]",True
s0095,10.0.0.27,142.250.80.14,"[47.3, 30.2, 17.8, 40.7, 2.3, 38.9]",False
s0096,192.168.1.45,198.51.100.7,"[287.8, 298.0, 300.7, 291.5, 286.3]",True
s0097,10.0.0.47,142.250.80.14,"[93.4, 63.1, 21.6, 8.2, 17.3, 14.5, 2.9]",False
s0098,192.168.1.45,91.108.4.182,"[303.5, 323.3, 296.5, 300.5, 279.8, 288.4, 342.6]",True
s0099,10.0.0.14,93.184.216.34,"[21.2, 24.6, 103.6, 1.4, 60.9]",False
s0100,192.168.1.45,203.0.113.90,"[290.2, 312.5, 306.6, 310.1, 301.0, 313.0, 298.0, 305.5]",True
s0101,10.0.0.34,93.184.216.34,"[4.9, 11.0, 44.2, 66.1, 9.9, 20.8, 23.1]",False
s0102,192.168.1.45,91.108.4.182,"[305.6, 300.3, 298.3, 303.9, 299.6, 299.9, 302.1]",True
s0103,10.0.0.42,142.250.80.14,"[19.8, 64.6, 16.2, 1.3, 5.3, 22.6, 2.4]",False
s0104,10.0.0.9,185.220.101.44,"[124.1, 121.6, 112.0, 123.6, 128.0, 116.1, 119.5, 111.5]",True
s0105,10.0.0.47,142.250.80.14,"[11.4, 20.3, 6.4, 9.6]",False
s0106,10.0.0.44,203.0.113.90,"[304.0, 298.4, 299.7, 291.1, 296.5, 282.6, 299.8]",True
s0107,10.0.0.39,17.253.144.10,"[13.2, 18.9, 24.8, 13.4]",False
s0108,10.0.0.44,185.220.101.44,"[117.6, 129.2, 116.4, 127.9, 113.0, 111.6, 112.4]",True
s0109,10.0.0.34,151.101.1.140,"[2.5, 41.5, 26.2, 18.1, 18.7, 10.7]",False
s0110,10.0.0.9,185.220.101.44,"[120.7, 121.3, 114.2, 120.8, 120.3, 119.5, 122.0]",True
s0111,10.0.0.30,151.101.1.140,"[3.5, 69.1, 20.0, 12.8, 6.0, 38.8]",False
s0112,192.168.1.45,185.220.101.44,"[311.5, 307.3, 307.5, 300.8, 295.4, 292.4, 318.5, 305.0]",True
s0113,10.0.0.31,104.16.85.20,"[3.5, 20.4, 16.2, 51.6, 3.6, 11.4]",False
s0114,192.168.1.45,203.0.113.90,"[119.5, 112.2, 117.2, 116.2, 125.8, 121.5, 121.0]",True
s0115,10.0.0.47,142.250.80.14,"[8.6, 5.7, 36.2, 2.9, 30.1, 4.6, 10.5]",False
s0116,10.0.0.9,185.220.101.44,"[115.4, 117.1, 122.1, 113.7, 114.9, 119.5, 116.4, 122.5]",True
s0117,10.0.0.47,151.101.1.140,"[30.2, 31.9, 20.3, 16.1, 9.9, 27.4]",False
s0118,192.168.1.45,91.108.4.182,"[64.7, 60.6, 62.5, 62.9, 60.3, 64.5, 59.1, 65.5]",True
s0119,10.0.0.47,151.101.1.140,"[50.5, 23.2, 23.2, 19.3, 3.7]",False
s0120,10.0.0.44,91.108.4.182,"[117.1, 117.3, 121.1, 122.8, 116.9, 125.0, 124.1]",True
s0121,10.0.0.49,17.253.144.10,"[14.2, 7.0, 49.6, 18.3, 20.9, 7.9, 3.8]",False
s0122,192.168.1.45,91.108.4.182,"[59.5, 59.3, 58.8, 62.0, 60.5, 59.8]",True
s0123,10.0.0.29,142.250.80.14,"[64.5, 10.5, 7.2, 12.5, 10.0, 12.2, 9.1]",False
s0124,192.168.1.45,203.0.113.90,"[299.2, 288.4, 310.8, 299.0, 285.5, 277.2, 302.1, 293.3]",True
s0125,10.0.0.26,198.51.100.25,"[19.3, 18.9, 5.8, 39.9, 15.5, 61.9, 9.3]",False
s0126,10.0.0.44,91.108.4.182,"[59.3, 63.6, 59.3, 61.8, 60.2, 58.0, 60.8, 57.5]",True
s0127,10.0.0.19,142.250.80.14,"[5.7, 11.4, 18.9, 66.7, 40.4, 7.4]",False
s0128,192.168.1.45,185.220.101.44,"[117.8, 118.9, 124.9, 117.7, 116.8]",True
s0129,10.0.0.42,104.16.85.20,"[13.7, 16.1, 54.5, 17.5]",False
s0130,10.0.0.9,91.108.4.182,"[57.5, 58.9, 60.9, 63.0, 60.6, 59.2]",True
s0131,10.0.0.45,151.101.1.140,"[5.8, 14.6, 47.3, 16.1, 14.7]",False
s0132,192.168.1.45,185.220.101.44,"[292.4, 277.8, 287.7, 301.3, 283.7]",True
s0133,10.0.0.40,198.51.100.25,"[33.3, 6.1, 9.5, 35.3, 17.5, 19.0, 42.0]",False
s0134,10.0.0.44,91.108.4.182,"[306.3, 296.0, 292.8, 304.9, 290.9]",True
s0135,10.0.0.23,151.101.1.140,"[2.7, 30.7, 47.8, 21.7, 11.6]",False
s0136,192.168.1.45,203.0.113.90,"[60.7, 60.7, 57.8, 60.5, 59.5, 61.6, 60.2]",True
s0137,10.0.0.29,17.253.144.10,"[5.8, 20.5, 46.4, 19.5]",False
s0138,192.168.1.45,185.220.101.44,"[59.5, 62.7, 61.3, 58.9, 59.4, 59.8, 59.0]",True
s0139,10.0.0.17,104.16.85.20,"[2.3, 14.5, 42.5, 11.2]",False
s0140,10.0.0.44,198.51.100.7,"[60.1, 60.6, 58.4, 62.3, 59.3, 59.1]",True
s0141,10.0.0.33,151.101.1.140,"[48.3, 72.6, 35.9, 2.9, 3.8]",False
s0142,10.0.0.9,198.51.100.7,"[118.1, 120.9, 119.5, 125.0, 125.8, 118.5, 119.8, 126.3]",True
s0143,10.0.0.34,142.250.80.14,"[18.6, 14.2, 7.7, 34.1, 40.2, 3.3, 69.8]",False
s0144,10.0.0.9,198.51.100.7,"[299.9, 308.6, 304.9, 300.7, 302.2, 287.9, 288.7, 302.7]",True
s0145,10.0.0.15,104.16.85.20,"[7.6, 17.2, 96.1, 17.2, 11.5, 24.5, 43.4]",False
s0146,10.0.0.9,203.0.113.90,"[59.9, 63.7, 56.9, 62.0, 62.9]",True
s0147,10.0.0.25,142.250.80.14,"[21.7, 7.4, 7.4, 23.2, 9.2]",False
s0148,10.0.0.44,91.108.4.182,"[116.5, 119.9, 118.2, 124.3, 118.9]",True
s0149,10.0.0.42,198.51.100.25,"[30.8, 14.2, 99.0, 9.5, 12.5]",False
s0150,10.0.0.44,198.51.100.7,"[120.5, 113.5, 118.2, 119.4, 120.7, 119.5, 111.1]",True
s0151,10.0.0.14,17.253.144.10,"[29.9, 35.1, 49.7, 35.9]",False
s0152,192.168.1.45,198.51.100.7,"[124.0, 123.3, 118.1, 116.4, 119.9, 121.5]",True
s0153,10.0.0.17,104.16.85.20,"[4.3, 28.8, 56.8, 3.9, 5.1, 79.2, 19.2]",False
s0154,10.0.0.44,185.220.101.44,"[61.0, 58.4, 60.8, 60.8, 63.1, 61.1, 60.7, 61.0]",True
s0155,10.0.0.16,93.184.216.34,"[26.8, 36.3, 16.8, 4.2]",False
s0156,192.168.1.45,185.220.101.44,"[64.1, 60.1, 60.9, 57.9, 56.3]",True
s0157,10.0.0.34,142.250.80.14,"[135.9, 12.3, 14.2, 8.1, 64.9, 8.3, 19.6]",False
s0158,10.0.0.44,198.51.100.7,"[61.3, 60.0, 59.6, 59.7, 61.1, 61.4, 63.7]",True
s0159,10.0.0.40,93.184.216.34,"[3.4, 3.1, 16.3, 5.3, 29.0, 43.5]",False
s0160,192.168.1.45,185.220.101.44,"[59.1, 62.0, 62.3, 58.6, 63.7]",True
s0161,10.0.0.50,198.51.100.25,"[14.3, 44.4, 79.4, 70.1]",False
s0162,10.0.0.44,203.0.113.90,"[289.8, 296.0, 314.6, 297.0, 307.4, 297.0]",True
s0163,10.0.0.25,151.101.1.140,"[16.6, 17.4, 28.4, 49.3, 14.2]",False
s0164,10.0.0.44,185.220.101.44,"[306.3, 288.2, 301.8, 300.3, 300.7, 313.1, 312.6]",True
s0165,10.0.0.17,93.184.216.34,"[48.0, 1.5, 23.7, 3.3, 6.6, 5.9, 24.7]",False
s0166,10.0.0.44,203.0.113.90,"[57.2, 60.5, 62.9, 59.2, 61.0, 60.1, 64.6]",True
s0167,10.0.0.32,104.16.85.20,"[36.5, 30.8, 21.6, 42.8, 13.5]",False
s0168,10.0.0.44,203.0.113.90,"[123.9, 122.3, 116.2, 125.1, 120.0]",True
s0169,10.0.0.30,198.51.100.25,"[63.9, 55.2, 6.8, 3.4, 110.0, 33.1, 14.4]",False
s0170,10.0.0.44,198.51.100.7,"[62.7, 61.9, 58.8, 59.0, 62.0, 58.9, 59.7]",True
s0171,10.0.0.43,104.16.85.20,"[7.7, 58.0, 16.0, 20.7, 15.6, 24.3, 5.8]",False
s0172,10.0.0.44,198.51.100.7,"[60.8, 57.5, 57.0, 60.8, 56.8, 60.0, 59.6]",True
s0173,10.0.0.43,17.253.144.10,"[24.8, 21.8, 11.6, 3.7]",False
s0174,192.168.1.45,203.0.113.90,"[57.1, 56.7, 58.7, 58.5, 60.7, 58.9, 59.9]",True
s0175,10.0.0.50,93.184.216.34,"[15.1, 3.6, 17.1, 41.6, 8.9]",False
s0176,192.168.1.45,91.108.4.182,"[121.8, 120.5, 118.3, 125.6, 120.7]",True
s0177,10.0.0.19,17.253.144.10,"[23.8, 27.7, 3.1, 4.7, 31.1, 12.2]",False
s0178,10.0.0.44,203.0.113.90,"[296.4, 301.2, 298.3, 301.3, 310.2, 296.4, 292.6]",True
s0179,10.0.0.23,104.16.85.20,"[14.9, 3.8, 10.2, 31.8]",False
s0180,192.168.1.45,91.108.4.182,"[57.8, 56.9, 59.8, 59.7, 56.3]",True
s0181,10.0.0.37,17.253.144.10,"[3.0, 74.2, 16.1, 23.9, 6.9]",False
s0182,10.0.0.9,203.0.113.90,"[58.4, 63.0, 60.1, 60.2, 58.0, 54.9]",True
s0183,10.0.0.45,104.16.85.20,"[4.0, 14.5, 74.5, 8.3, 25.5, 5.0, 17.8]",False
s0184,10.0.0.44,203.0.113.90,"[59.9, 59.6, 60.0, 60.6, 55.7, 57.1, 59.8]",True
s0185,10.0.0.44,93.184.216.34,"[23.8, 4.1, 44.8, 21.2]",False
s0186,10.0.0.44,203.0.113.90,"[312.7, 311.3, 286.9, 283.7, 320.0]",True
s0187,10.0.0.47,93.184.216.34,"[24.5, 22.4, 25.6, 7.8, 14.6, 29.0, 74.6]",False
s0188,10.0.0.9,203.0.113.90,"[298.5, 303.1, 302.2, 298.1, 298.7, 298.0]",True
s0189,10.0.0.13,93.184.216.34,"[8.4, 25.9, 10.5, 9.5, 34.4, 29.8]",False
s0190,10.0.0.9,203.0.113.90,"[309.6, 287.8, 288.3, 295.6, 293.8, 299.1]",True
s0191,10.0.0.42,151.101.1.140,"[8.5, 4.6, 94.9, 20.2, 18.3, 5.4]",False
s0192,10.0.0.9,91.108.4.182,"[297.4, 302.6, 336.1, 301.5, 290.2, 293.2]",True
s0193,10.0.0.35,151.101.1.140,"[3.8, 18.7, 22.5, 33.9, 2.1]",False
s0194,10.0.0.44,91.108.4.182,"[319.4, 313.3, 281.4, 306.6, 288.2]",True
s0195,10.0.0.31,104.16.85.20,"[10.2, 18.7, 4.0, 56.7, 65.5, 46.1]",False
s0196,192.168.1.45,198.51.100.7,"[296.8, 293.6, 288.7, 289.2, 295.3]",True
s0197,10.0.0.45,104.16.85.20,"[37.1, 54.6, 18.4, 35.6]",False
s0198,192.168.1.45,91.108.4.182,"[308.0, 303.8, 300.5, 295.8, 312.4, 288.9, 301.4, 315.1]",True
s0199,10.0.0.40,151.101.1.140,"[14.5, 17.7, 25.8, 33.2, 5.6, 3.6, 3.0]",False
s0200,192.168.1.45,185.220.101.44,"[115.1, 116.7, 118.6, 110.4, 119.9]",True
s0201,10.0.0.43,93.184.216.34,"[79.6, 67.2, 23.2, 15.1]",False
s0202,192.168.1.45,203.0.113.90,"[61.0, 62.7, 59.7, 62.2, 62.3, 61.0, 57.4]",True
s0203,10.0.0.29,93.184.216.34,"[5.0, 9.1, 7.1, 56.6, 13.8, 6.0]",False
s0204,10.0.0.9,185.220.101.44,"[311.7, 268.9, 295.0, 295.0, 315.2, 302.3, 316.2, 325.1]",True
s0205,10.0.0.14,17.253.144.10,"[17.6, 77.5, 8.8, 27.2, 85.3, 23.7]",False
s0206,10.0.0.44,185.220.101.44,"[123.7, 118.8, 125.5, 119.9, 118.6, 119.7, 119.6]",True
s0207,10.0.0.23,151.101.1.140,"[10.4, 25.9, 83.8, 59.3, 15.3, 9.7]",False
s0208,10.0.0.9,198.51.100.7,"[58.1, 61.0, 56.8, 58.5, 58.9, 60.5, 59.7, 60.3]",True
s0209,10.0.0.17,104.16.85.20,"[12.1, 3.9, 1.2, 9.7]",False
s0210,10.0.0.44,185.220.101.44,"[123.3, 120.7, 119.9, 120.9, 119.2]",True
s0211,10.0.0.30,198.51.100.25,"[8.2, 23.3, 36.1, 78.9, 11.3, 4.4, 20.3]",False
s0212,10.0.0.44,91.108.4.182,"[118.9, 120.6, 120.3, 120.8, 117.5, 120.5, 127.5, 124.1]",True
s0213,10.0.0.19,142.250.80.14,"[36.5, 7.1, 4.2, 11.8]",False
s0214,10.0.0.9,185.220.101.44,"[57.5, 61.0, 61.4, 58.0, 59.9]",True
s0215,10.0.0.29,93.184.216.34,"[46.6, 27.4, 41.0, 3.0, 73.5, 41.0, 5.0]",False
s0216,10.0.0.44,198.51.100.7,"[62.6, 61.8, 61.3, 61.3, 59.3, 58.7, 59.2, 60.2]",True
s0217,10.0.0.50,142.250.80.14,"[26.1, 25.3, 18.8, 47.8, 38.4, 23.5]",False
s0218,192.168.1.45,185.220.101.44,"[111.7, 121.2, 113.7, 116.7, 104.3, 129.5]",True
s0219,10.0.0.31,17.253.144.10,"[1.0, 25.6, 45.4, 8.4, 50.3, 6.8]",False
s0220,192.168.1.45,91.108.4.182,"[306.7, 300.1, 293.0, 295.4, 292.0, 289.0, 301.6, 304.2]",True
s0221,10.0.0.25,93.184.216.34,"[10.0, 4.4, 4.7, 3.8]",False
s0222,192.168.1.45,91.108.4.182,"[116.4, 114.4, 122.5, 118.9, 120.8, 115.9, 116.6, 113.2]",True
s0223,10.0.0.22,93.184.216.34,"[5.5, 24.2, 16.6, 18.8, 3.6, 15.5]",False
s0224,10.0.0.44,198.51.100.7,"[57.1, 59.8, 58.4, 62.4, 58.0, 56.9, 54.3, 56.6]",True
s0225,10.0.0.29,93.184.216.34,"[78.1, 115.4, 11.7, 45.2, 5.1, 124.7, 28.0]",False
s0226,10.0.0.44,185.220.101.44,"[301.2, 292.7, 302.0, 281.5, 319.7, 301.4, 306.5]",True
s0227,10.0.0.29,198.51.100.25,"[12.8, 30.0, 14.3, 32.7, 7.8, 8.1]",False
s0228,192.168.1.45,185.220.101.44,"[65.0, 58.4, 59.3, 58.4, 63.0, 58.5, 55.4]",True
s0229,10.0.0.21,93.184.216.34,"[21.5, 49.0, 67.0, 107.0, 46.9, 24.8, 12.7]",False
s0230,10.0.0.44,198.51.100.7,"[297.9, 285.6, 306.2, 299.6, 304.7, 308.6, 294.1, 310.2]",True
s0231,10.0.0.24,198.51.100.25,"[4.9, 22.2, 4.1, 17.9, 16.2, 5.5]",False
s0232,10.0.0.44,185.220.101.44,"[260.2, 272.3, 323.0, 287.9, 305.9]",True
s0233,10.0.0.42,142.250.80.14,"[22.3, 4.9, 12.1, 18.8, 16.9, 15.0]",False
s0234,192.168.1.45,198.51.100.7,"[60.9, 58.1, 62.4, 63.0, 58.9, 60.1, 60.8]",True
s0235,10.0.0.23,104.16.85.20,"[2.8, 29.1, 26.1, 21.8, 28.6, 11.5]",False
s0236,10.0.0.9,203.0.113.90,"[57.2, 51.1, 56.9, 61.9, 58.7, 63.4]",True
s0237,10.0.0.18,151.101.1.140,"[1.8, 9.1, 31.1, 13.9, 93.7]",False
s0238,192.168.1.45,185.220.101.44,"[58.9, 60.9, 58.2, 60.5, 61.8, 61.7, 58.4]",True
s0239,10.0.0.30,142.250.80.14,"[12.9, 15.9, 20.8, 2.6, 40.3, 47.8]",False
s0240,10.0.0.9,198.51.100.7,"[116.6, 122.5, 123.8, 118.7, 121.5]",True
s0241,10.0.0.50,142.250.80.14,"[46.3, 11.2, 18.7, 7.2, 31.1, 18.3]",False
s0242,192.168.1.45,185.220.101.44,"[306.7, 310.8, 286.1, 292.5, 302.8, 292.2]",True
s0243,10.0.0.46,93.184.216.34,"[1.7, 14.0, 36.3, 48.1]",False
s0244,10.0.0.44,185.220.101.44,"[60.4, 61.9, 61.4, 60.7, 63.9, 60.5, 60.2]",True
s0245,10.0.0.13,104.16.85.20,"[27.3, 38.5, 6.4, 10.5]",False
s0246,10.0.0.9,91.108.4.182,"[57.2, 61.5, 62.2, 58.9, 55.8, 63.3]",True
s0247,10.0.0.32,151.101.1.140,"[21.0, 54.1, 1.6, 10.1]",False
s0248,10.0.0.44,91.108.4.182,"[61.3, 56.9, 58.4, 55.6, 58.2]",True
s0249,10.0.0.41,104.16.85.20,"[6.0, 13.6, 39.6, 4.0, 29.9]",False
s0250,10.0.0.44,203.0.113.90,"[110.9, 121.7, 115.7, 125.7, 123.3, 124.7, 120.2, 123.8]",True
s0251,10.0.0.38,142.250.80.14,"[42.5, 22.1, 47.9, 26.3]",False
s0252,10.0.0.9,91.108.4.182,"[59.3, 58.5, 62.6, 57.0, 58.0, 63.3, 61.1, 59.7]",True
s0253,10.0.0.29,142.250.80.14,"[17.8, 9.3, 3.9, 46.2, 2.3, 4.8]",False
s0254,192.168.1.45,203.0.113.90,"[61.0, 55.8, 56.5, 64.4, 58.9, 56.1, 62.6]",True
s0255,10.0.0.21,93.184.216.34,"[21.3, 51.8, 39.0, 17.2, 13.3, 12.4, 42.4]",False
s0256,10.0.0.9,185.220.101.44,"[121.5, 122.8, 124.1, 115.4, 114.3, 124.9, 117.1]",True
