flow_id,src_ip,dst_ip,src_port,dst_port,protocol,duration,bytes_in,bytes_out,pkts_in,pkts_out,tcp_flags,flow_rate_bps,packet_rate_pps,entropy,ja3_hash,is_attack,attack_type,timestamp,metadata
flow_beacon_000032,192.168.1.45,185.220.101.44,49159,8443,TCP,0.0436,64,128,2,2,PSH-ACK,35229.36,91.74,4.81,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:47:06.502270+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0261, ""payload_uniformity"": 0.98}"
flow_beacon_000033,192.168.1.45,185.220.101.44,49152,8443,TCP,0.0485,64,128,2,2,PSH-ACK,31670.1,82.47,4.5989,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:47:16.530914+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0286, ""payload_uniformity"": 0.98}"
flow_beacon_000034,192.168.1.45,185.220.101.44,49153,8443,TCP,0.0748,64,128,2,2,PSH-ACK,20534.76,53.48,4.7147,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:47:26.564570+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0337, ""payload_uniformity"": 0.98}"
flow_beacon_000035,192.168.1.45,185.220.101.44,49154,8443,TCP,0.0804,64,128,2,2,PSH-ACK,19104.48,49.75,4.7092,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:47:36.544606+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.02, ""payload_uniformity"": 0.98}"
flow_beacon_000036,192.168.1.45,185.220.101.44,49155,8443,TCP,0.0676,64,128,2,2,PSH-ACK,22721.89,59.17,4.7076,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:47:46.567249+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0226, ""payload_uniformity"": 0.98}"
flow_beacon_000037,192.168.1.45,185.220.101.44,49156,8443,TCP,0.0543,96,128,2,2,PSH-ACK,33001.84,73.66,4.7836,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:47:56.611329+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0441, ""payload_uniformity"": 0.98}"
flow_beacon_000038,192.168.1.45,185.220.101.44,49157,8443,TCP,0.074,64,128,2,2,PSH-ACK,20756.76,54.05,4.6379,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:48:06.637869+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0265, ""payload_uniformity"": 0.98}"
flow_beacon_000039,192.168.1.45,185.220.101.44,49158,8443,TCP,0.056,64,128,2,2,PSH-ACK,27428.57,71.43,4.7242,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:48:16.592269+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0456, ""payload_uniformity"": 0.98}"
flow_beacon_000040,192.168.1.45,185.220.101.44,49159,8443,TCP,0.0722,64,256,2,2,PSH-ACK,35457.06,55.4,4.565,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:48:26.638790+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0465, ""payload_uniformity"": 0.98}"
flow_beacon_000041,192.168.1.45,185.220.101.44,49152,8443,TCP,0.0574,64,128,2,2,PSH-ACK,26759.58,69.69,4.6247,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:48:36.622155+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0166, ""payload_uniformity"": 0.98}"
flow_beacon_000042,192.168.1.45,185.220.101.44,49153,8443,TCP,0.0734,96,128,2,2,PSH-ACK,24414.17,54.5,4.7404,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:48:46.626790+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0046, ""payload_uniformity"": 0.98}"
flow_beacon_000043,192.168.1.45,185.220.101.44,49154,8443,TCP,0.0553,64,256,2,2,PSH-ACK,46292.95,72.33,4.5641,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:48:56.665893+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0391, ""payload_uniformity"": 0.98}"
flow_beacon_000044,192.168.1.45,185.220.101.44,49155,8443,TCP,0.0567,64,128,2,2,PSH-ACK,27089.95,70.55,4.7864,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:49:06.643949+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0219, ""payload_uniformity"": 0.98}"
flow_beacon_000045,192.168.1.45,185.220.101.44,49156,8443,TCP,0.0646,64,128,2,2,PSH-ACK,23777.09,61.92,4.8602,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:49:16.665431+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0215, ""payload_uniformity"": 0.98}"
flow_beacon_000046,192.168.1.45,185.220.101.44,49157,8443,TCP,0.0535,96,256,2,2,PSH-ACK,52635.51,74.77,4.8913,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:49:26.710464+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.045, ""payload_uniformity"": 0.98}"
flow_beacon_000047,192.168.1.45,185.220.101.44,49158,8443,TCP,0.0829,64,128,2,2,PSH-ACK,18528.35,48.25,4.7154,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:49:36.757981+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0475, ""payload_uniformity"": 0.98}"
flow_beacon_000048,192.168.1.45,185.220.101.44,49159,8443,TCP,0.0695,64,256,2,2,PSH-ACK,36834.53,57.55,4.8971,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:49:46.758486+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0005, ""payload_uniformity"": 0.98}"
flow_beacon_000049,192.168.1.45,185.220.101.44,49152,8443,TCP,0.0743,96,128,2,2,PSH-ACK,24118.44,53.84,4.8085,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:49:56.781423+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0229, ""payload_uniformity"": 0.98}"
flow_beacon_000050,192.168.1.45,185.220.101.44,49153,8443,TCP,0.0866,96,128,2,2,PSH-ACK,20692.84,46.19,4.7343,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:50:06.742919+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0385, ""payload_uniformity"": 0.98}"
flow_beacon_000051,192.168.1.45,185.220.101.44,49154,8443,TCP,0.0749,64,128,2,2,PSH-ACK,20507.34,53.4,4.6457,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:50:16.748611+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0057, ""payload_uniformity"": 0.98}"
flow_beacon_000052,192.168.1.45,185.220.101.44,49155,8443,TCP,0.0678,64,128,2,2,PSH-ACK,22654.87,59.0,4.5012,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:50:26.763381+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0148, ""payload_uniformity"": 0.98}"
flow_beacon_000053,192.168.1.45,185.220.101.44,49156,8443,TCP,0.0451,64,128,2,2,PSH-ACK,34057.65,88.69,4.5596,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:50:36.720427+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.043, ""payload_uniformity"": 0.98}"
flow_beacon_000054,192.168.1.45,185.220.101.44,49157,8443,TCP,0.0612,96,128,2,2,PSH-ACK,29281.05,65.36,4.8374,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:50:46.733334+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0129, ""payload_uniformity"": 0.98}"
flow_beacon_000055,192.168.1.45,185.220.101.44,49158,8443,TCP,0.0566,64,256,2,2,PSH-ACK,45229.68,70.67,4.7441,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:50:56.731869+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0015, ""payload_uniformity"": 0.98}"
flow_beacon_000056,192.168.1.45,185.220.101.44,49159,8443,TCP,0.0583,64,128,2,2,PSH-ACK,26346.48,68.61,4.8674,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:51:06.744980+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0131, ""payload_uniformity"": 0.98}"
flow_beacon_000057,192.168.1.45,185.220.101.44,49152,8443,TCP,0.0596,64,128,2,2,PSH-ACK,25771.81,67.11,4.6991,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:51:16.723137+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0218, ""payload_uniformity"": 0.98}"
flow_beacon_000058,192.168.1.45,185.220.101.44,49153,8443,TCP,0.0716,96,128,2,2,PSH-ACK,25027.93,55.87,4.8349,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:51:26.707450+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0157, ""payload_uniformity"": 0.98}"
flow_beacon_000059,192.168.1.45,185.220.101.44,49154,8443,TCP,0.0841,64,128,2,2,PSH-ACK,18263.97,47.56,4.5151,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:51:36.698296+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0092, ""payload_uniformity"": 0.98}"
flow_beacon_000060,192.168.1.45,185.220.101.44,49155,8443,TCP,0.0415,64,256,2,2,PSH-ACK,61686.75,96.39,4.8037,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:51:46.692730+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0056, ""payload_uniformity"": 0.98}"
flow_beacon_000061,192.168.1.45,185.220.101.44,49156,8443,TCP,0.0789,96,128,2,2,PSH-ACK,22712.29,50.7,4.8582,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:51:56.676971+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0158, ""payload_uniformity"": 0.98}"
flow_beacon_000062,192.168.1.45,185.220.101.44,49157,8443,TCP,0.0666,64,128,2,2,PSH-ACK,23063.06,60.06,4.7464,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:52:06.642389+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0346, ""payload_uniformity"": 0.98}"
flow_beacon_000063,192.168.1.45,185.220.101.44,49158,8443,TCP,0.0458,64,128,2,2,PSH-ACK,33537.12,87.34,4.6411,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:52:16.602669+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0397, ""payload_uniformity"": 0.98}"
flow_beacon_000064,192.168.1.45,185.220.101.44,49159,8443,TCP,0.0553,64,128,2,2,PSH-ACK,27775.77,72.33,4.5211,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:52:26.557752+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0449, ""payload_uniformity"": 0.98}"
flow_beacon_000065,192.168.1.45,185.220.101.44,49152,8443,TCP,0.0673,64,128,2,2,PSH-ACK,22823.18,59.44,4.7433,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:52:36.583826+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0261, ""payload_uniformity"": 0.98}"
flow_beacon_000066,192.168.1.45,185.220.101.44,49153,8443,TCP,0.0748,64,128,2,2,PSH-ACK,20534.76,53.48,4.7316,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:52:46.562897+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0209, ""payload_uniformity"": 0.98}"
flow_beacon_000067,192.168.1.45,185.220.101.44,49154,8443,TCP,0.0628,96,128,2,2,PSH-ACK,28535.03,63.69,4.8286,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:52:56.530226+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0327, ""payload_uniformity"": 0.98}"
flow_beacon_000068,192.168.1.45,185.220.101.44,49155,8443,TCP,0.0442,96,128,2,2,PSH-ACK,40542.99,90.5,4.741,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:53:06.524244+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.006, ""payload_uniformity"": 0.98}"
flow_beacon_000069,192.168.1.45,185.220.101.44,49156,8443,TCP,0.0518,96,128,2,2,PSH-ACK,34594.59,77.22,4.548,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:53:16.553036+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0288, ""payload_uniformity"": 0.98}"
flow_beacon_000070,192.168.1.45,185.220.101.44,49157,8443,TCP,0.0668,96,128,2,2,PSH-ACK,26826.35,59.88,4.6021,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:53:26.548615+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0044, ""payload_uniformity"": 0.98}"
flow_beacon_000071,192.168.1.45,185.220.101.44,49158,8443,TCP,0.0444,64,128,2,2,PSH-ACK,34594.59,90.09,4.5878,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:53:36.586233+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0376, ""payload_uniformity"": 0.98}"
flow_beacon_000072,192.168.1.45,185.220.101.44,49159,8443,TCP,0.0764,64,128,2,2,PSH-ACK,20104.71,52.36,4.8913,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:53:46.556485+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0297, ""payload_uniformity"": 0.98}"
flow_beacon_000073,192.168.1.45,185.220.101.44,49152,8443,TCP,0.0698,96,128,2,2,PSH-ACK,25673.35,57.31,4.722,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:53:56.530969+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0255, ""payload_uniformity"": 0.98}"
flow_beacon_000074,192.168.1.45,185.220.101.44,49153,8443,TCP,0.0831,64,128,2,2,PSH-ACK,18483.75,48.13,4.5923,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:54:06.506220+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0247, ""payload_uniformity"": 0.98}"
flow_beacon_000075,192.168.1.45,185.220.101.44,49154,8443,TCP,0.054,96,128,2,2,PSH-ACK,33185.19,74.07,4.5722,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:54:16.462507+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0437, ""payload_uniformity"": 0.98}"
flow_beacon_000076,192.168.1.45,185.220.101.44,49155,8443,TCP,0.0647,96,256,2,2,PSH-ACK,43523.96,61.82,4.558,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:54:26.425569+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0369, ""payload_uniformity"": 0.98}"
flow_beacon_000077,192.168.1.45,185.220.101.44,49156,8443,TCP,0.0545,64,128,2,2,PSH-ACK,28183.49,73.39,4.5466,a0e9f5d64349fb13191bc781f81f42e1,True,C2_BEACONING,2026-08-25T14:54:36.445908+00:00,"{""beacon_interval_sec"": 10.0, ""jitter_variance"": 0.0203, ""payload_uniformity"": 0.98}"
